,MVT_GT_Colorado Springs-Pueblo CO
2015-03-01 00:00:00,61
2015-04-01 00:00:00,33
2015-05-01 00:00:00,27
2015-11-01 00:00:00,53
2016-02-01 00:00:00,26
2016-05-01 00:00:00,33
2016-06-01 00:00:00,46
2016-08-01 00:00:00,27
2016-09-01 00:00:00,25
2016-12-01 00:00:00,41
2017-01-01 00:00:00,35
2017-02-01 00:00:00,22
2017-04-01 00:00:00,46
2017-05-01 00:00:00,24
2017-07-01 00:00:00,24
2017-08-01 00:00:00,100
2017-10-01 00:00:00,65
2017-11-01 00:00:00,53
2018-01-01 00:00:00,22
2018-02-01 00:00:00,22
2018-03-01 00:00:00,17
2018-04-01 00:00:00,25
2018-05-01 00:00:00,32
2018-07-01 00:00:00,25
2018-08-01 00:00:00,17
2018-09-01 00:00:00,23
2018-10-01 00:00:00,23
2018-11-01 00:00:00,49
2018-12-01 00:00:00,18
2019-01-01 00:00:00,16
2019-02-01 00:00:00,28
2019-03-01 00:00:00,33
2019-05-01 00:00:00,20
2019-06-01 00:00:00,25
2019-07-01 00:00:00,42
2019-09-01 00:00:00,22
2019-10-01 00:00:00,26
2020-01-01 00:00:00,15
2020-02-01 00:00:00,36
2020-03-01 00:00:00,23
2020-04-01 00:00:00,34
2020-05-01 00:00:00,18
2020-06-01 00:00:00,21
2020-08-01 00:00:00,25
2020-09-01 00:00:00,50
2021-02-01 00:00:00,28
2021-03-01 00:00:00,20
2021-07-01 00:00:00,22
2021-09-01 00:00:00,22
2021-11-01 00:00:00,38
2021-12-01 00:00:00,18
2022-03-01 00:00:00,24
2022-04-01 00:00:00,25
2022-05-01 00:00:00,22
2022-07-01 00:00:00,49
2022-10-01 00:00:00,11
2022-11-01 00:00:00,15
2022-12-01 00:00:00,31
