,MVT_GT_Omaha NE
2015-03-01 00:00:00,49
2015-05-01 00:00:00,34
2015-08-01 00:00:00,36
2015-09-01 00:00:00,65
2015-11-01 00:00:00,81
2016-03-01 00:00:00,58
2016-05-01 00:00:00,27
2016-07-01 00:00:00,50
2016-08-01 00:00:00,30
2016-09-01 00:00:00,39
2016-10-01 00:00:00,39
2016-11-01 00:00:00,69
2016-12-01 00:00:00,31
2017-02-01 00:00:00,50
2017-05-01 00:00:00,64
2017-06-01 00:00:00,42
2017-11-01 00:00:00,36
2018-01-01 00:00:00,53
2018-05-01 00:00:00,65
2018-08-01 00:00:00,85
2018-09-01 00:00:00,43
2018-10-01 00:00:00,54
2019-01-01 00:00:00,36
2019-05-01 00:00:00,35
2019-07-01 00:00:00,81
2019-08-01 00:00:00,41
2019-09-01 00:00:00,60
2019-11-01 00:00:00,70
2020-01-01 00:00:00,21
2020-04-01 00:00:00,36
2020-05-01 00:00:00,44
2020-06-01 00:00:00,34
2020-08-01 00:00:00,23
2020-09-01 00:00:00,77
2020-10-01 00:00:00,100
2020-12-01 00:00:00,52
2021-02-01 00:00:00,44
2021-03-01 00:00:00,39
2021-05-01 00:00:00,73
2021-06-01 00:00:00,31
2021-08-01 00:00:00,41
2021-09-01 00:00:00,39
2021-10-01 00:00:00,68
2021-11-01 00:00:00,64
2021-12-01 00:00:00,28
2022-01-01 00:00:00,39
2022-02-01 00:00:00,44
2022-03-01 00:00:00,61
2022-04-01 00:00:00,42
2022-05-01 00:00:00,55
2022-06-01 00:00:00,64
2022-07-01 00:00:00,29
2022-08-01 00:00:00,23
2022-09-01 00:00:00,28
2022-11-01 00:00:00,80
2022-12-01 00:00:00,42
