,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,69
2015-06-01 00:00:00,37
2016-01-01 00:00:00,33
2016-02-01 00:00:00,29
2016-03-01 00:00:00,29
2016-04-01 00:00:00,26
2016-08-01 00:00:00,26
2017-01-01 00:00:00,57
2017-02-01 00:00:00,29
2017-03-01 00:00:00,31
2017-05-01 00:00:00,57
2017-11-01 00:00:00,87
2017-12-01 00:00:00,40
2018-02-01 00:00:00,41
2018-03-01 00:00:00,33
2018-04-01 00:00:00,24
2018-06-01 00:00:00,28
2018-07-01 00:00:00,26
2018-08-01 00:00:00,29
2018-09-01 00:00:00,46
2018-11-01 00:00:00,37
2018-12-01 00:00:00,51
2019-04-01 00:00:00,100
2019-05-01 00:00:00,81
2019-06-01 00:00:00,65
2019-09-01 00:00:00,22
2019-12-01 00:00:00,58
2020-01-01 00:00:00,22
2020-02-01 00:00:00,22
2020-05-01 00:00:00,79
2020-06-01 00:00:00,24
2020-08-01 00:00:00,72
2020-09-01 00:00:00,21
2020-11-01 00:00:00,20
2020-12-01 00:00:00,63
2021-01-01 00:00:00,40
2021-03-01 00:00:00,46
2021-04-01 00:00:00,21
2021-05-01 00:00:00,29
2021-08-01 00:00:00,42
2021-09-01 00:00:00,39
2021-10-01 00:00:00,27
2021-11-01 00:00:00,40
2022-01-01 00:00:00,45
2022-02-01 00:00:00,38
2022-03-01 00:00:00,36
2022-07-01 00:00:00,39
2022-08-01 00:00:00,34
2022-09-01 00:00:00,24
2022-10-01 00:00:00,23
2022-12-01 00:00:00,39
