,MVT_GT_Tulsa OK
2015-01-01 00:00:00,56
2015-02-01 00:00:00,26
2015-03-01 00:00:00,30
2015-05-01 00:00:00,43
2015-10-01 00:00:00,32
2015-11-01 00:00:00,12
2016-03-01 00:00:00,18
2016-05-01 00:00:00,43
2016-06-01 00:00:00,32
2016-07-01 00:00:00,39
2016-08-01 00:00:00,25
2016-09-01 00:00:00,26
2016-10-01 00:00:00,28
2016-11-01 00:00:00,100
2016-12-01 00:00:00,25
2017-01-01 00:00:00,30
2017-02-01 00:00:00,19
2017-04-01 00:00:00,49
2017-05-01 00:00:00,18
2017-10-01 00:00:00,29
2017-11-01 00:00:00,21
2018-03-01 00:00:00,55
2018-05-01 00:00:00,39
2018-07-01 00:00:00,28
2018-08-01 00:00:00,37
2018-09-01 00:00:00,26
2018-10-01 00:00:00,52
2018-11-01 00:00:00,60
2018-12-01 00:00:00,45
2019-01-01 00:00:00,27
2019-02-01 00:00:00,42
2019-05-01 00:00:00,27
2019-07-01 00:00:00,45
2019-08-01 00:00:00,41
2019-10-01 00:00:00,24
2019-11-01 00:00:00,45
2019-12-01 00:00:00,36
2020-01-01 00:00:00,66
2020-02-01 00:00:00,36
2020-03-01 00:00:00,14
2020-06-01 00:00:00,17
2020-07-01 00:00:00,52
2020-08-01 00:00:00,69
2020-09-01 00:00:00,43
2020-10-01 00:00:00,29
2020-11-01 00:00:00,35
2021-02-01 00:00:00,72
2021-03-01 00:00:00,16
2021-04-01 00:00:00,33
2021-06-01 00:00:00,45
2021-07-01 00:00:00,52
2021-09-01 00:00:00,50
2021-10-01 00:00:00,45
2022-01-01 00:00:00,64
2022-02-01 00:00:00,46
2022-03-01 00:00:00,52
2022-04-01 00:00:00,21
2022-05-01 00:00:00,44
2022-06-01 00:00:00,47
2022-07-01 00:00:00,25
2022-08-01 00:00:00,41
2022-09-01 00:00:00,40
2022-10-01 00:00:00,12
2022-11-01 00:00:00,18
2022-12-01 00:00:00,18
