,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,14
2015-02-01 00:00:00,31
2015-03-01 00:00:00,21
2015-04-01 00:00:00,16
2015-06-01 00:00:00,21
2015-08-01 00:00:00,26
2015-12-01 00:00:00,100
2016-01-01 00:00:00,26
2016-02-01 00:00:00,48
2016-05-01 00:00:00,27
2016-06-01 00:00:00,47
2016-07-01 00:00:00,51
2016-09-01 00:00:00,36
2016-10-01 00:00:00,26
2016-12-01 00:00:00,30
2017-01-01 00:00:00,45
2017-03-01 00:00:00,21
2017-04-01 00:00:00,22
2017-06-01 00:00:00,51
2017-08-01 00:00:00,61
2017-09-01 00:00:00,30
2017-10-01 00:00:00,20
2017-11-01 00:00:00,33
2017-12-01 00:00:00,49
2018-01-01 00:00:00,22
2018-02-01 00:00:00,33
2018-03-01 00:00:00,42
2018-04-01 00:00:00,32
2018-05-01 00:00:00,33
2018-06-01 00:00:00,37
2018-07-01 00:00:00,19
2018-09-01 00:00:00,69
2018-10-01 00:00:00,15
2018-11-01 00:00:00,31
2018-12-01 00:00:00,43
2019-01-01 00:00:00,28
2019-03-01 00:00:00,20
2019-04-01 00:00:00,28
2019-05-01 00:00:00,35
2019-06-01 00:00:00,17
2019-07-01 00:00:00,27
2019-08-01 00:00:00,21
2019-10-01 00:00:00,14
2019-11-01 00:00:00,35
2019-12-01 00:00:00,40
2020-01-01 00:00:00,29
2020-02-01 00:00:00,27
2020-03-01 00:00:00,21
2020-04-01 00:00:00,17
2020-05-01 00:00:00,16
2020-06-01 00:00:00,31
2020-07-01 00:00:00,31
2020-08-01 00:00:00,21
2020-09-01 00:00:00,17
2020-10-01 00:00:00,20
2020-11-01 00:00:00,36
2020-12-01 00:00:00,15
2021-01-01 00:00:00,15
2021-02-01 00:00:00,43
2021-04-01 00:00:00,15
2021-06-01 00:00:00,18
2021-07-01 00:00:00,58
2021-08-01 00:00:00,35
2021-09-01 00:00:00,17
2021-12-01 00:00:00,29
2022-02-01 00:00:00,37
2022-03-01 00:00:00,32
2022-04-01 00:00:00,12
2022-07-01 00:00:00,16
2022-08-01 00:00:00,25
2022-09-01 00:00:00,43
2022-11-01 00:00:00,70
2022-12-01 00:00:00,14
