,MVT_GT_Tulsa OK
2015-01-01 00:00:00,26
2015-05-01 00:00:00,53
2015-06-01 00:00:00,30
2015-07-01 00:00:00,41
2015-08-01 00:00:00,32
2015-10-01 00:00:00,100
2015-11-01 00:00:00,17
2016-05-01 00:00:00,26
2016-06-01 00:00:00,34
2016-07-01 00:00:00,89
2016-09-01 00:00:00,39
2016-10-01 00:00:00,16
2016-11-01 00:00:00,33
2016-12-01 00:00:00,22
2017-01-01 00:00:00,19
2017-03-01 00:00:00,27
2017-04-01 00:00:00,46
2017-06-01 00:00:00,19
2017-07-01 00:00:00,50
2017-10-01 00:00:00,36
2017-11-01 00:00:00,40
2018-02-01 00:00:00,82
2018-04-01 00:00:00,77
2018-05-01 00:00:00,43
2018-06-01 00:00:00,36
2018-07-01 00:00:00,72
2018-08-01 00:00:00,30
2018-09-01 00:00:00,65
2018-10-01 00:00:00,44
2018-11-01 00:00:00,36
2018-12-01 00:00:00,90
2019-02-01 00:00:00,42
2019-06-01 00:00:00,50
2019-07-01 00:00:00,32
2019-08-01 00:00:00,45
2019-09-01 00:00:00,38
2019-10-01 00:00:00,49
2019-11-01 00:00:00,33
2019-12-01 00:00:00,58
2020-01-01 00:00:00,28
2020-02-01 00:00:00,89
2020-05-01 00:00:00,23
2020-06-01 00:00:00,28
2020-07-01 00:00:00,51
2020-08-01 00:00:00,55
2020-10-01 00:00:00,26
2020-11-01 00:00:00,43
2020-12-01 00:00:00,46
2021-01-01 00:00:00,21
2021-02-01 00:00:00,28
2021-03-01 00:00:00,42
2021-04-01 00:00:00,58
2021-06-01 00:00:00,18
2021-08-01 00:00:00,22
2021-09-01 00:00:00,33
2021-10-01 00:00:00,33
2022-01-01 00:00:00,73
2022-04-01 00:00:00,26
2022-05-01 00:00:00,42
2022-06-01 00:00:00,53
2022-07-01 00:00:00,38
2022-09-01 00:00:00,53
2022-10-01 00:00:00,21
