,MVT_GT_Jacksonville FL
2015-02-01 00:00:00,31
2015-05-01 00:00:00,100
2015-06-01 00:00:00,40
2015-12-01 00:00:00,26
2016-01-01 00:00:00,21
2016-03-01 00:00:00,40
2016-04-01 00:00:00,53
2016-06-01 00:00:00,14
2016-08-01 00:00:00,41
2016-12-01 00:00:00,35
2017-02-01 00:00:00,14
2017-07-01 00:00:00,32
2017-09-01 00:00:00,14
2017-10-01 00:00:00,10
2017-11-01 00:00:00,16
2018-01-01 00:00:00,16
2018-02-01 00:00:00,14
2018-04-01 00:00:00,28
2018-05-01 00:00:00,26
2018-06-01 00:00:00,24
2018-07-01 00:00:00,17
2018-10-01 00:00:00,44
2018-11-01 00:00:00,22
2018-12-01 00:00:00,19
2019-02-01 00:00:00,20
2019-03-01 00:00:00,21
2019-04-01 00:00:00,17
2019-05-01 00:00:00,34
2019-06-01 00:00:00,23
2019-07-01 00:00:00,26
2019-08-01 00:00:00,14
2019-09-01 00:00:00,33
2019-10-01 00:00:00,24
2019-11-01 00:00:00,32
2019-12-01 00:00:00,47
2020-01-01 00:00:00,26
2020-02-01 00:00:00,18
2020-03-01 00:00:00,10
2020-04-01 00:00:00,15
2020-05-01 00:00:00,25
2020-06-01 00:00:00,17
2020-07-01 00:00:00,15
2020-08-01 00:00:00,12
2020-09-01 00:00:00,32
2020-10-01 00:00:00,10
2020-11-01 00:00:00,13
2020-12-01 00:00:00,26
2021-02-01 00:00:00,35
2021-05-01 00:00:00,14
2021-06-01 00:00:00,19
2021-07-01 00:00:00,8
2021-09-01 00:00:00,21
2021-10-01 00:00:00,27
2021-11-01 00:00:00,28
2022-02-01 00:00:00,11
2022-03-01 00:00:00,10
2022-04-01 00:00:00,13
2022-07-01 00:00:00,16
2022-08-01 00:00:00,24
2022-09-01 00:00:00,22
2022-10-01 00:00:00,13
2022-11-01 00:00:00,30
2022-12-01 00:00:00,27
