,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,31
2015-05-01 00:00:00,57
2015-06-01 00:00:00,44
2015-08-01 00:00:00,47
2015-09-01 00:00:00,57
2016-01-01 00:00:00,32
2016-07-01 00:00:00,21
2016-10-01 00:00:00,23
2016-11-01 00:00:00,53
2016-12-01 00:00:00,88
2017-01-01 00:00:00,96
2017-02-01 00:00:00,69
2017-06-01 00:00:00,19
2017-07-01 00:00:00,38
2017-08-01 00:00:00,18
2017-09-01 00:00:00,24
2017-10-01 00:00:00,54
2017-11-01 00:00:00,49
2017-12-01 00:00:00,49
2018-01-01 00:00:00,36
2018-04-01 00:00:00,30
2018-05-01 00:00:00,17
2018-06-01 00:00:00,42
2018-08-01 00:00:00,29
2018-09-01 00:00:00,70
2018-11-01 00:00:00,36
2019-01-01 00:00:00,37
2019-02-01 00:00:00,100
2019-03-01 00:00:00,26
2019-04-01 00:00:00,33
2019-06-01 00:00:00,24
2019-07-01 00:00:00,40
2019-08-01 00:00:00,33
2019-10-01 00:00:00,14
2019-12-01 00:00:00,23
2020-01-01 00:00:00,26
2020-02-01 00:00:00,21
2020-03-01 00:00:00,25
2020-04-01 00:00:00,17
2020-05-01 00:00:00,41
2020-06-01 00:00:00,88
2020-07-01 00:00:00,14
2020-08-01 00:00:00,13
2020-09-01 00:00:00,22
2020-10-01 00:00:00,22
2020-11-01 00:00:00,16
2021-01-01 00:00:00,27
2021-02-01 00:00:00,31
2021-03-01 00:00:00,14
2021-05-01 00:00:00,31
2021-07-01 00:00:00,99
2021-08-01 00:00:00,48
2021-09-01 00:00:00,44
2021-11-01 00:00:00,63
2021-12-01 00:00:00,35
2022-01-01 00:00:00,50
2022-03-01 00:00:00,53
2022-04-01 00:00:00,32
2022-05-01 00:00:00,27
2022-06-01 00:00:00,13
2022-07-01 00:00:00,36
2022-08-01 00:00:00,26
2022-09-01 00:00:00,43
2022-10-01 00:00:00,17
2022-11-01 00:00:00,33
2022-12-01 00:00:00,21
