,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,77
2015-04-01 00:00:00,90
2015-05-01 00:00:00,100
2015-07-01 00:00:00,59
2015-09-01 00:00:00,66
2015-11-01 00:00:00,76
2016-01-01 00:00:00,58
2016-09-01 00:00:00,57
2016-10-01 00:00:00,49
2016-11-01 00:00:00,58
2016-12-01 00:00:00,31
2017-07-01 00:00:00,37
2017-08-01 00:00:00,33
2017-10-01 00:00:00,33
2018-01-01 00:00:00,41
2018-04-01 00:00:00,32
2018-05-01 00:00:00,54
2018-06-01 00:00:00,42
2018-09-01 00:00:00,77
2018-12-01 00:00:00,61
2019-02-01 00:00:00,36
2019-03-01 00:00:00,39
2019-06-01 00:00:00,41
2019-07-01 00:00:00,48
2019-10-01 00:00:00,63
2019-12-01 00:00:00,44
2020-03-01 00:00:00,77
2020-05-01 00:00:00,42
2020-07-01 00:00:00,24
2020-08-01 00:00:00,21
2020-09-01 00:00:00,37
2020-11-01 00:00:00,36
2021-01-01 00:00:00,25
2021-03-01 00:00:00,41
2021-04-01 00:00:00,51
2021-05-01 00:00:00,39
2021-07-01 00:00:00,44
2021-10-01 00:00:00,28
2021-11-01 00:00:00,87
2021-12-01 00:00:00,41
2022-02-01 00:00:00,27
2022-03-01 00:00:00,20
2022-04-01 00:00:00,55
2022-08-01 00:00:00,43
2022-10-01 00:00:00,42
2022-11-01 00:00:00,79
2022-12-01 00:00:00,91
