,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,34
2015-02-01 00:00:00,37
2015-06-01 00:00:00,48
2015-07-01 00:00:00,70
2015-11-01 00:00:00,65
2015-12-01 00:00:00,54
2016-06-01 00:00:00,42
2016-09-01 00:00:00,52
2017-01-01 00:00:00,37
2017-04-01 00:00:00,28
2017-11-01 00:00:00,56
2018-01-01 00:00:00,30
2018-03-01 00:00:00,26
2018-06-01 00:00:00,58
2018-12-01 00:00:00,54
2019-02-01 00:00:00,27
2019-04-01 00:00:00,26
2019-05-01 00:00:00,70
2019-09-01 00:00:00,25
2019-10-01 00:00:00,31
2019-11-01 00:00:00,34
2020-01-01 00:00:00,24
2020-02-01 00:00:00,21
2020-03-01 00:00:00,44
2020-06-01 00:00:00,31
2020-09-01 00:00:00,20
2020-11-01 00:00:00,27
2021-01-01 00:00:00,34
2021-02-01 00:00:00,56
2021-03-01 00:00:00,57
2021-04-01 00:00:00,30
2021-05-01 00:00:00,30
2021-10-01 00:00:00,39
2022-02-01 00:00:00,100
2022-03-01 00:00:00,47
2022-06-01 00:00:00,63
2022-07-01 00:00:00,27
2022-08-01 00:00:00,71
2022-10-01 00:00:00,26
2022-12-01 00:00:00,28
