,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,29
2015-05-01 00:00:00,36
2015-08-01 00:00:00,37
2015-11-01 00:00:00,48
2016-01-01 00:00:00,40
2016-07-01 00:00:00,47
2016-08-01 00:00:00,38
2016-10-01 00:00:00,25
2017-03-01 00:00:00,30
2017-04-01 00:00:00,17
2017-05-01 00:00:00,43
2017-06-01 00:00:00,24
2017-07-01 00:00:00,23
2017-08-01 00:00:00,35
2017-09-01 00:00:00,49
2017-10-01 00:00:00,30
2017-12-01 00:00:00,25
2018-03-01 00:00:00,37
2018-04-01 00:00:00,100
2018-06-01 00:00:00,28
2018-08-01 00:00:00,26
2019-02-01 00:00:00,21
2019-03-01 00:00:00,16
2019-04-01 00:00:00,32
2019-07-01 00:00:00,35
2019-08-01 00:00:00,35
2019-09-01 00:00:00,77
2019-10-01 00:00:00,22
2019-11-01 00:00:00,29
2019-12-01 00:00:00,24
2020-01-01 00:00:00,22
2020-02-01 00:00:00,19
2020-04-01 00:00:00,14
2020-05-01 00:00:00,27
2020-07-01 00:00:00,58
2020-08-01 00:00:00,16
2020-09-01 00:00:00,21
2020-11-01 00:00:00,16
2021-02-01 00:00:00,25
2021-03-01 00:00:00,83
2021-04-01 00:00:00,57
2021-05-01 00:00:00,17
2021-06-01 00:00:00,18
2021-07-01 00:00:00,37
2021-08-01 00:00:00,43
2021-10-01 00:00:00,18
2021-11-01 00:00:00,47
2021-12-01 00:00:00,22
2022-02-01 00:00:00,67
2022-03-01 00:00:00,15
2022-04-01 00:00:00,36
2022-07-01 00:00:00,20
2022-09-01 00:00:00,30
2022-12-01 00:00:00,14
