,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-02-01 00:00:00,24
2015-03-01 00:00:00,65
2015-04-01 00:00:00,24
2015-06-01 00:00:00,28
2015-09-01 00:00:00,100
2016-01-01 00:00:00,66
2016-02-01 00:00:00,30
2016-03-01 00:00:00,54
2016-04-01 00:00:00,39
2016-05-01 00:00:00,26
2016-06-01 00:00:00,28
2016-07-01 00:00:00,24
2016-08-01 00:00:00,26
2016-09-01 00:00:00,34
2017-01-01 00:00:00,40
2017-02-01 00:00:00,15
2017-05-01 00:00:00,36
2017-08-01 00:00:00,51
2017-09-01 00:00:00,16
2017-10-01 00:00:00,37
2017-11-01 00:00:00,32
2017-12-01 00:00:00,18
2018-02-01 00:00:00,77
2018-03-01 00:00:00,30
2018-04-01 00:00:00,41
2018-05-01 00:00:00,20
2018-06-01 00:00:00,50
2018-07-01 00:00:00,35
2018-08-01 00:00:00,26
2018-09-01 00:00:00,37
2018-10-01 00:00:00,30
2018-11-01 00:00:00,24
2018-12-01 00:00:00,14
2019-01-01 00:00:00,36
2019-02-01 00:00:00,22
2019-03-01 00:00:00,29
2019-05-01 00:00:00,50
2019-06-01 00:00:00,35
2019-07-01 00:00:00,20
2019-08-01 00:00:00,52
2019-09-01 00:00:00,47
2019-11-01 00:00:00,39
2019-12-01 00:00:00,33
2020-01-01 00:00:00,54
2020-02-01 00:00:00,39
2020-04-01 00:00:00,20
2020-05-01 00:00:00,25
2020-06-01 00:00:00,41
2020-08-01 00:00:00,39
2020-10-01 00:00:00,20
2020-12-01 00:00:00,45
2021-02-01 00:00:00,49
2021-05-01 00:00:00,64
2021-07-01 00:00:00,52
2021-08-01 00:00:00,37
2021-09-01 00:00:00,36
2021-10-01 00:00:00,20
2021-11-01 00:00:00,45
2021-12-01 00:00:00,47
2022-01-01 00:00:00,24
2022-03-01 00:00:00,18
2022-04-01 00:00:00,37
2022-05-01 00:00:00,51
2022-06-01 00:00:00,66
2022-07-01 00:00:00,76
2022-08-01 00:00:00,56
2022-09-01 00:00:00,21
2022-10-01 00:00:00,53
2022-11-01 00:00:00,70
2022-12-01 00:00:00,50
