,MVT_GT_Tucson AZ
2015-02-01 00:00:00,44
2015-03-01 00:00:00,29
2015-07-01 00:00:00,41
2016-01-01 00:00:00,76
2016-09-01 00:00:00,100
2016-10-01 00:00:00,47
2016-12-01 00:00:00,21
2017-04-01 00:00:00,46
2017-05-01 00:00:00,24
2017-07-01 00:00:00,58
2017-11-01 00:00:00,45
2018-03-01 00:00:00,49
2018-04-01 00:00:00,36
2018-08-01 00:00:00,28
2018-09-01 00:00:00,20
2018-10-01 00:00:00,25
2018-12-01 00:00:00,30
2019-03-01 00:00:00,39
2019-04-01 00:00:00,79
2019-05-01 00:00:00,64
2019-06-01 00:00:00,37
2019-08-01 00:00:00,38
2019-10-01 00:00:00,43
2019-12-01 00:00:00,27
2020-01-01 00:00:00,53
2020-02-01 00:00:00,21
2020-06-01 00:00:00,20
2020-08-01 00:00:00,39
2020-10-01 00:00:00,35
2021-05-01 00:00:00,33
2021-09-01 00:00:00,52
2021-11-01 00:00:00,32
2021-12-01 00:00:00,23
2022-02-01 00:00:00,29
2022-03-01 00:00:00,65
2022-04-01 00:00:00,28
2022-07-01 00:00:00,26
2022-08-01 00:00:00,20
2022-09-01 00:00:00,34
2022-11-01 00:00:00,44
2022-12-01 00:00:00,29
