,MVT_GT_El Paso TX
2015-09-01 00:00:00,46
2016-04-01 00:00:00,32
2016-05-01 00:00:00,31
2016-06-01 00:00:00,64
2016-09-01 00:00:00,22
2017-01-01 00:00:00,22
2017-02-01 00:00:00,40
2017-06-01 00:00:00,100
2017-09-01 00:00:00,36
2017-11-01 00:00:00,29
2018-01-01 00:00:00,47
2018-02-01 00:00:00,24
2018-03-01 00:00:00,29
2018-06-01 00:00:00,23
2018-07-01 00:00:00,34
2018-10-01 00:00:00,38
2018-12-01 00:00:00,80
2019-02-01 00:00:00,70
2019-03-01 00:00:00,65
2019-04-01 00:00:00,39
2019-07-01 00:00:00,49
2019-08-01 00:00:00,37
2019-09-01 00:00:00,30
2020-01-01 00:00:00,58
2020-05-01 00:00:00,26
2020-06-01 00:00:00,27
2020-07-01 00:00:00,25
2020-08-01 00:00:00,32
2020-09-01 00:00:00,15
2020-10-01 00:00:00,19
2020-12-01 00:00:00,19
2021-02-01 00:00:00,23
2021-05-01 00:00:00,17
2021-06-01 00:00:00,44
2021-07-01 00:00:00,19
2021-09-01 00:00:00,40
2021-12-01 00:00:00,25
2022-03-01 00:00:00,43
2022-04-01 00:00:00,56
2022-07-01 00:00:00,26
2022-08-01 00:00:00,14
2022-09-01 00:00:00,45
2022-10-01 00:00:00,18
2022-11-01 00:00:00,16
2022-12-01 00:00:00,54
