,MVT_GT_Jacksonville FL
2015-02-01 00:00:00,36
2015-03-01 00:00:00,72
2015-07-01 00:00:00,94
2015-12-01 00:00:00,30
2016-01-01 00:00:00,22
2016-03-01 00:00:00,29
2016-04-01 00:00:00,100
2016-06-01 00:00:00,59
2016-10-01 00:00:00,16
2016-12-01 00:00:00,36
2017-01-01 00:00:00,17
2017-02-01 00:00:00,17
2017-03-01 00:00:00,68
2017-04-01 00:00:00,51
2017-05-01 00:00:00,15
2017-07-01 00:00:00,23
2017-10-01 00:00:00,29
2017-11-01 00:00:00,25
2017-12-01 00:00:00,22
2018-02-01 00:00:00,17
2018-04-01 00:00:00,21
2018-05-01 00:00:00,63
2018-06-01 00:00:00,36
2018-07-01 00:00:00,43
2018-08-01 00:00:00,37
2018-09-01 00:00:00,17
2018-10-01 00:00:00,60
2018-11-01 00:00:00,17
2018-12-01 00:00:00,33
2019-02-01 00:00:00,50
2019-03-01 00:00:00,23
2019-04-01 00:00:00,52
2019-05-01 00:00:00,18
2019-06-01 00:00:00,48
2019-07-01 00:00:00,44
2019-08-01 00:00:00,43
2019-09-01 00:00:00,23
2019-10-01 00:00:00,12
2019-11-01 00:00:00,44
2019-12-01 00:00:00,47
2020-01-01 00:00:00,44
2020-02-01 00:00:00,50
2020-04-01 00:00:00,27
2020-08-01 00:00:00,34
2020-09-01 00:00:00,20
2020-11-01 00:00:00,22
2020-12-01 00:00:00,43
2021-01-01 00:00:00,23
2021-02-01 00:00:00,71
2021-03-01 00:00:00,9
2021-04-01 00:00:00,43
2021-06-01 00:00:00,15
2021-07-01 00:00:00,12
2021-08-01 00:00:00,20
2021-10-01 00:00:00,14
2021-11-01 00:00:00,55
2021-12-01 00:00:00,26
2022-01-01 00:00:00,34
2022-02-01 00:00:00,28
2022-03-01 00:00:00,47
2022-04-01 00:00:00,55
2022-05-01 00:00:00,36
2022-07-01 00:00:00,28
2022-08-01 00:00:00,25
2022-09-01 00:00:00,30
2022-10-01 00:00:00,23
2022-12-01 00:00:00,28
