,MVT_GT_Louisville KY
2015-02-01 00:00:00,36
2015-03-01 00:00:00,61
2015-05-01 00:00:00,61
2015-06-01 00:00:00,61
2016-01-01 00:00:00,68
2016-03-01 00:00:00,43
2016-04-01 00:00:00,57
2016-05-01 00:00:00,35
2016-06-01 00:00:00,47
2016-07-01 00:00:00,26
2016-08-01 00:00:00,38
2016-10-01 00:00:00,72
2016-11-01 00:00:00,56
2016-12-01 00:00:00,51
2017-02-01 00:00:00,46
2017-03-01 00:00:00,41
2017-04-01 00:00:00,25
2017-06-01 00:00:00,39
2017-07-01 00:00:00,25
2017-08-01 00:00:00,54
2017-10-01 00:00:00,35
2017-11-01 00:00:00,40
2018-01-01 00:00:00,59
2018-02-01 00:00:00,19
2018-04-01 00:00:00,41
2018-05-01 00:00:00,36
2018-06-01 00:00:00,26
2018-07-01 00:00:00,94
2018-08-01 00:00:00,31
2018-09-01 00:00:00,50
2018-11-01 00:00:00,55
2018-12-01 00:00:00,22
2019-01-01 00:00:00,57
2019-02-01 00:00:00,44
2019-04-01 00:00:00,24
2019-06-01 00:00:00,68
2019-08-01 00:00:00,50
2019-10-01 00:00:00,31
2019-12-01 00:00:00,28
2020-02-01 00:00:00,24
2020-03-01 00:00:00,57
2020-04-01 00:00:00,24
2020-05-01 00:00:00,37
2020-06-01 00:00:00,49
2020-07-01 00:00:00,25
2020-09-01 00:00:00,34
2020-10-01 00:00:00,60
2020-11-01 00:00:00,100
2020-12-01 00:00:00,50
2021-03-01 00:00:00,70
2021-04-01 00:00:00,39
2021-05-01 00:00:00,20
2021-06-01 00:00:00,21
2021-07-01 00:00:00,68
2021-09-01 00:00:00,45
2021-11-01 00:00:00,20
2021-12-01 00:00:00,95
2022-01-01 00:00:00,68
2022-03-01 00:00:00,33
2022-04-01 00:00:00,38
2022-05-01 00:00:00,36
2022-08-01 00:00:00,61
2022-09-01 00:00:00,57
2022-10-01 00:00:00,60
2022-11-01 00:00:00,32
