,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,100
2015-05-01 00:00:00,38
2016-06-01 00:00:00,36
2016-09-01 00:00:00,43
2016-12-01 00:00:00,36
2017-04-01 00:00:00,39
2017-07-01 00:00:00,41
2017-08-01 00:00:00,85
2017-10-01 00:00:00,82
2017-11-01 00:00:00,39
2017-12-01 00:00:00,43
2018-01-01 00:00:00,16
2018-02-01 00:00:00,30
2018-04-01 00:00:00,18
2018-06-01 00:00:00,37
2018-07-01 00:00:00,43
2018-08-01 00:00:00,57
2018-09-01 00:00:00,36
2018-10-01 00:00:00,21
2018-12-01 00:00:00,64
2019-04-01 00:00:00,17
2019-05-01 00:00:00,33
2019-07-01 00:00:00,20
2019-08-01 00:00:00,19
2019-09-01 00:00:00,30
2019-11-01 00:00:00,21
2020-01-01 00:00:00,19
2020-02-01 00:00:00,18
2020-04-01 00:00:00,31
2020-06-01 00:00:00,27
2020-08-01 00:00:00,18
2020-10-01 00:00:00,15
2020-11-01 00:00:00,36
2020-12-01 00:00:00,18
2021-01-01 00:00:00,56
2021-04-01 00:00:00,34
2021-06-01 00:00:00,20
2021-08-01 00:00:00,34
2021-10-01 00:00:00,62
2022-01-01 00:00:00,17
2022-02-01 00:00:00,39
2022-03-01 00:00:00,40
2022-05-01 00:00:00,13
2022-06-01 00:00:00,38
2022-07-01 00:00:00,29
2022-08-01 00:00:00,28
2022-09-01 00:00:00,33
2022-10-01 00:00:00,18
2022-12-01 00:00:00,27
