,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,44
2015-02-01 00:00:00,45
2015-04-01 00:00:00,34
2015-06-01 00:00:00,46
2015-09-01 00:00:00,40
2015-10-01 00:00:00,52
2016-01-01 00:00:00,23
2016-03-01 00:00:00,45
2016-05-01 00:00:00,24
2016-06-01 00:00:00,91
2016-07-01 00:00:00,28
2016-09-01 00:00:00,24
2016-10-01 00:00:00,27
2016-11-01 00:00:00,65
2017-01-01 00:00:00,30
2017-02-01 00:00:00,33
2017-03-01 00:00:00,46
2017-05-01 00:00:00,23
2017-08-01 00:00:00,27
2017-09-01 00:00:00,89
2017-11-01 00:00:00,91
2018-02-01 00:00:00,42
2018-05-01 00:00:00,26
2018-06-01 00:00:00,23
2018-07-01 00:00:00,37
2018-08-01 00:00:00,71
2018-09-01 00:00:00,59
2018-11-01 00:00:00,62
2019-01-01 00:00:00,41
2019-03-01 00:00:00,29
2019-06-01 00:00:00,45
2019-07-01 00:00:00,100
2019-08-01 00:00:00,42
2019-11-01 00:00:00,38
2019-12-01 00:00:00,24
2020-01-01 00:00:00,38
2020-05-01 00:00:00,29
2020-06-01 00:00:00,15
2020-08-01 00:00:00,28
2020-09-01 00:00:00,21
2020-11-01 00:00:00,47
2020-12-01 00:00:00,23
2021-02-01 00:00:00,45
2021-07-01 00:00:00,47
2021-08-01 00:00:00,26
2021-09-01 00:00:00,81
2021-12-01 00:00:00,27
2022-01-01 00:00:00,19
2022-04-01 00:00:00,22
2022-05-01 00:00:00,30
2022-07-01 00:00:00,37
2022-08-01 00:00:00,25
2022-09-01 00:00:00,23
2022-10-01 00:00:00,17
2022-11-01 00:00:00,34
2022-12-01 00:00:00,20
