,MVT_GT_Bakersfield CA
2015-06-01 00:00:00,47
2015-09-01 00:00:00,44
2016-01-01 00:00:00,57
2016-06-01 00:00:00,29
2016-10-01 00:00:00,43
2016-11-01 00:00:00,22
2017-01-01 00:00:00,58
2017-02-01 00:00:00,40
2017-03-01 00:00:00,41
2017-04-01 00:00:00,63
2017-08-01 00:00:00,28
2017-09-01 00:00:00,44
2017-10-01 00:00:00,57
2018-01-01 00:00:00,30
2018-03-01 00:00:00,75
2018-04-01 00:00:00,58
2018-06-01 00:00:00,51
2018-08-01 00:00:00,19
2018-11-01 00:00:00,60
2019-01-01 00:00:00,27
2019-03-01 00:00:00,23
2019-04-01 00:00:00,50
2019-05-01 00:00:00,26
2019-06-01 00:00:00,75
2019-07-01 00:00:00,37
2019-08-01 00:00:00,58
2019-09-01 00:00:00,82
2019-10-01 00:00:00,19
2019-12-01 00:00:00,22
2020-01-01 00:00:00,33
2020-02-01 00:00:00,60
2020-04-01 00:00:00,29
2020-05-01 00:00:00,21
2020-06-01 00:00:00,16
2020-09-01 00:00:00,15
2020-12-01 00:00:00,72
2021-01-01 00:00:00,36
2021-03-01 00:00:00,23
2021-05-01 00:00:00,45
2021-06-01 00:00:00,41
2021-07-01 00:00:00,22
2021-08-01 00:00:00,19
2021-10-01 00:00:00,51
2021-11-01 00:00:00,32
2021-12-01 00:00:00,42
2022-02-01 00:00:00,43
2022-03-01 00:00:00,14
2022-04-01 00:00:00,100
2022-05-01 00:00:00,20
2022-06-01 00:00:00,15
2022-07-01 00:00:00,16
2022-08-01 00:00:00,31
2022-09-01 00:00:00,28
2022-11-01 00:00:00,39
2022-12-01 00:00:00,40
