,MVT_GT_Memphis TN
2015-04-01 00:00:00,69
2015-08-01 00:00:00,100
2015-10-01 00:00:00,39
2016-01-01 00:00:00,58
2016-02-01 00:00:00,16
2016-03-01 00:00:00,39
2016-06-01 00:00:00,26
2016-07-01 00:00:00,26
2016-08-01 00:00:00,25
2016-09-01 00:00:00,40
2016-10-01 00:00:00,16
2016-11-01 00:00:00,17
2016-12-01 00:00:00,33
2017-01-01 00:00:00,45
2017-03-01 00:00:00,14
2017-04-01 00:00:00,13
2017-05-01 00:00:00,39
2017-11-01 00:00:00,35
2017-12-01 00:00:00,23
2018-01-01 00:00:00,51
2018-02-01 00:00:00,39
2018-03-01 00:00:00,37
2018-04-01 00:00:00,33
2018-05-01 00:00:00,14
2018-06-01 00:00:00,19
2018-07-01 00:00:00,24
2018-08-01 00:00:00,13
2018-09-01 00:00:00,44
2018-10-01 00:00:00,41
2018-11-01 00:00:00,17
2018-12-01 00:00:00,24
2019-05-01 00:00:00,12
2019-06-01 00:00:00,29
2019-08-01 00:00:00,36
2019-10-01 00:00:00,19
2019-11-01 00:00:00,22
2019-12-01 00:00:00,25
2020-01-01 00:00:00,27
2020-04-01 00:00:00,14
2020-05-01 00:00:00,25
2020-06-01 00:00:00,23
2020-07-01 00:00:00,28
2020-08-01 00:00:00,21
2020-09-01 00:00:00,31
2020-10-01 00:00:00,25
2020-11-01 00:00:00,18
2020-12-01 00:00:00,35
2021-02-01 00:00:00,46
2021-04-01 00:00:00,27
2021-06-01 00:00:00,20
2021-07-01 00:00:00,50
2021-08-01 00:00:00,14
2021-09-01 00:00:00,39
2021-10-01 00:00:00,29
2021-12-01 00:00:00,29
2022-01-01 00:00:00,26
2022-02-01 00:00:00,30
2022-03-01 00:00:00,19
2022-04-01 00:00:00,24
2022-06-01 00:00:00,24
2022-07-01 00:00:00,49
2022-08-01 00:00:00,62
2022-09-01 00:00:00,39
2022-10-01 00:00:00,29
2022-11-01 00:00:00,69
2022-12-01 00:00:00,56
