,MVT_GT_Tulsa OK
2015-05-01 00:00:00,78
2015-09-01 00:00:00,22
2015-10-01 00:00:00,20
2015-11-01 00:00:00,25
2016-01-01 00:00:00,14
2016-05-01 00:00:00,50
2016-06-01 00:00:00,80
2016-07-01 00:00:00,19
2016-08-01 00:00:00,71
2016-11-01 00:00:00,36
2016-12-01 00:00:00,33
2017-02-01 00:00:00,38
2017-04-01 00:00:00,22
2017-08-01 00:00:00,13
2017-10-01 00:00:00,19
2017-11-01 00:00:00,35
2018-01-01 00:00:00,20
2018-02-01 00:00:00,29
2018-04-01 00:00:00,19
2018-05-01 00:00:00,51
2018-06-01 00:00:00,37
2018-07-01 00:00:00,15
2018-08-01 00:00:00,30
2018-10-01 00:00:00,30
2018-11-01 00:00:00,25
2018-12-01 00:00:00,27
2019-02-01 00:00:00,100
2019-05-01 00:00:00,32
2019-06-01 00:00:00,38
2019-08-01 00:00:00,26
2019-09-01 00:00:00,17
2019-10-01 00:00:00,22
2019-12-01 00:00:00,34
2020-02-01 00:00:00,55
2020-03-01 00:00:00,10
2020-04-01 00:00:00,10
2020-06-01 00:00:00,23
2020-07-01 00:00:00,32
2020-08-01 00:00:00,33
2020-09-01 00:00:00,23
2020-11-01 00:00:00,14
2021-01-01 00:00:00,28
2021-02-01 00:00:00,49
2021-03-01 00:00:00,28
2021-04-01 00:00:00,22
2021-05-01 00:00:00,25
2021-06-01 00:00:00,26
2021-07-01 00:00:00,40
2021-09-01 00:00:00,26
2021-11-01 00:00:00,33
2022-01-01 00:00:00,50
2022-02-01 00:00:00,45
2022-04-01 00:00:00,20
2022-05-01 00:00:00,41
2022-07-01 00:00:00,20
2022-09-01 00:00:00,27
2022-10-01 00:00:00,31
2022-11-01 00:00:00,19
