,MVT_GT_Memphis TN
2015-01-01 00:00:00,75
2015-04-01 00:00:00,35
2015-05-01 00:00:00,27
2015-11-01 00:00:00,64
2015-12-01 00:00:00,42
2016-01-01 00:00:00,86
2016-02-01 00:00:00,19
2016-03-01 00:00:00,23
2016-04-01 00:00:00,27
2016-05-01 00:00:00,44
2016-07-01 00:00:00,37
2016-08-01 00:00:00,44
2016-09-01 00:00:00,52
2016-11-01 00:00:00,43
2016-12-01 00:00:00,72
2017-01-01 00:00:00,75
2017-04-01 00:00:00,18
2017-05-01 00:00:00,52
2017-06-01 00:00:00,36
2017-07-01 00:00:00,27
2017-08-01 00:00:00,49
2017-09-01 00:00:00,26
2017-10-01 00:00:00,43
2017-11-01 00:00:00,21
2017-12-01 00:00:00,29
2018-01-01 00:00:00,100
2018-02-01 00:00:00,47
2018-03-01 00:00:00,37
2018-04-01 00:00:00,44
2018-05-01 00:00:00,23
2018-06-01 00:00:00,70
2018-07-01 00:00:00,33
2018-08-01 00:00:00,44
2018-09-01 00:00:00,19
2018-10-01 00:00:00,40
2018-12-01 00:00:00,51
2019-02-01 00:00:00,24
2019-04-01 00:00:00,42
2019-06-01 00:00:00,23
2019-07-01 00:00:00,48
2019-08-01 00:00:00,60
2019-09-01 00:00:00,36
2019-10-01 00:00:00,37
2019-11-01 00:00:00,32
2020-01-01 00:00:00,17
2020-02-01 00:00:00,27
2020-03-01 00:00:00,21
2020-04-01 00:00:00,31
2020-05-01 00:00:00,26
2020-06-01 00:00:00,47
2020-07-01 00:00:00,41
2020-08-01 00:00:00,26
2020-09-01 00:00:00,57
2020-11-01 00:00:00,14
2020-12-01 00:00:00,45
2021-01-01 00:00:00,29
2021-02-01 00:00:00,51
2021-04-01 00:00:00,33
2021-05-01 00:00:00,46
2021-06-01 00:00:00,37
2021-07-01 00:00:00,40
2021-08-01 00:00:00,20
2021-09-01 00:00:00,31
2021-11-01 00:00:00,41
2021-12-01 00:00:00,42
2022-02-01 00:00:00,37
2022-04-01 00:00:00,39
2022-05-01 00:00:00,35
2022-06-01 00:00:00,36
2022-07-01 00:00:00,65
2022-08-01 00:00:00,55
2022-09-01 00:00:00,51
2022-10-01 00:00:00,78
2022-11-01 00:00:00,44
2022-12-01 00:00:00,76
