,MVT_GT_El Paso TX
2015-01-01 00:00:00,100
2015-03-01 00:00:00,73
2015-04-01 00:00:00,63
2015-05-01 00:00:00,30
2015-10-01 00:00:00,19
2016-04-01 00:00:00,49
2016-06-01 00:00:00,26
2016-08-01 00:00:00,44
2016-09-01 00:00:00,16
2016-10-01 00:00:00,37
2017-01-01 00:00:00,15
2017-05-01 00:00:00,20
2017-06-01 00:00:00,17
2017-08-01 00:00:00,18
2017-09-01 00:00:00,47
2017-10-01 00:00:00,14
2017-11-01 00:00:00,23
2018-07-01 00:00:00,25
2018-08-01 00:00:00,23
2018-10-01 00:00:00,17
2018-11-01 00:00:00,31
2019-01-01 00:00:00,17
2019-07-01 00:00:00,26
2019-08-01 00:00:00,13
2019-09-01 00:00:00,37
2020-01-01 00:00:00,27
2020-02-01 00:00:00,14
2020-03-01 00:00:00,26
2020-07-01 00:00:00,18
2020-11-01 00:00:00,40
2021-02-01 00:00:00,32
2021-03-01 00:00:00,13
2021-05-01 00:00:00,18
2021-06-01 00:00:00,11
2021-07-01 00:00:00,43
2021-08-01 00:00:00,16
2022-01-01 00:00:00,17
2022-03-01 00:00:00,11
2022-04-01 00:00:00,46
2022-05-01 00:00:00,17
2022-07-01 00:00:00,22
2022-08-01 00:00:00,11
2022-09-01 00:00:00,21
2022-10-01 00:00:00,19
2022-12-01 00:00:00,13
