,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,100
2015-04-01 00:00:00,50
2015-09-01 00:00:00,73
2016-01-01 00:00:00,82
2016-05-01 00:00:00,52
2016-06-01 00:00:00,36
2016-09-01 00:00:00,39
2016-10-01 00:00:00,37
2016-12-01 00:00:00,31
2017-01-01 00:00:00,83
2017-02-01 00:00:00,60
2017-08-01 00:00:00,40
2017-11-01 00:00:00,89
2018-01-01 00:00:00,29
2018-02-01 00:00:00,60
2018-04-01 00:00:00,45
2018-05-01 00:00:00,44
2018-06-01 00:00:00,87
2018-07-01 00:00:00,40
2018-08-01 00:00:00,48
2018-09-01 00:00:00,35
2018-11-01 00:00:00,84
2018-12-01 00:00:00,47
2019-04-01 00:00:00,27
2019-09-01 00:00:00,22
2019-11-01 00:00:00,50
2019-12-01 00:00:00,58
2020-01-01 00:00:00,61
2020-02-01 00:00:00,58
2020-05-01 00:00:00,52
2020-06-01 00:00:00,43
2020-07-01 00:00:00,35
2020-08-01 00:00:00,38
2020-10-01 00:00:00,29
2021-01-01 00:00:00,57
2021-02-01 00:00:00,69
2021-04-01 00:00:00,25
2021-05-01 00:00:00,23
2021-07-01 00:00:00,52
2021-08-01 00:00:00,42
2021-10-01 00:00:00,72
2021-11-01 00:00:00,65
2021-12-01 00:00:00,61
2022-02-01 00:00:00,32
2022-03-01 00:00:00,44
2022-04-01 00:00:00,57
2022-05-01 00:00:00,56
2022-06-01 00:00:00,48
2022-07-01 00:00:00,51
2022-08-01 00:00:00,33
2022-09-01 00:00:00,59
2022-11-01 00:00:00,52
2022-12-01 00:00:00,30
