,MVT_GT_Albuquerque-Santa Fe NM
2015-02-01 00:00:00,34
2015-03-01 00:00:00,28
2015-04-01 00:00:00,27
2015-05-01 00:00:00,88
2015-10-01 00:00:00,45
2016-01-01 00:00:00,47
2016-03-01 00:00:00,20
2016-08-01 00:00:00,28
2016-09-01 00:00:00,32
2016-10-01 00:00:00,42
2016-12-01 00:00:00,86
2017-01-01 00:00:00,76
2017-02-01 00:00:00,100
2017-03-01 00:00:00,18
2017-05-01 00:00:00,36
2017-06-01 00:00:00,46
2017-07-01 00:00:00,43
2017-08-01 00:00:00,45
2017-09-01 00:00:00,45
2017-10-01 00:00:00,33
2017-11-01 00:00:00,53
2018-02-01 00:00:00,24
2018-03-01 00:00:00,37
2018-04-01 00:00:00,54
2018-05-01 00:00:00,45
2018-06-01 00:00:00,37
2018-07-01 00:00:00,67
2018-08-01 00:00:00,61
2018-11-01 00:00:00,25
2019-01-01 00:00:00,56
2019-02-01 00:00:00,26
2019-03-01 00:00:00,30
2019-04-01 00:00:00,15
2019-05-01 00:00:00,70
2019-06-01 00:00:00,17
2019-07-01 00:00:00,20
2019-08-01 00:00:00,39
2019-09-01 00:00:00,87
2019-11-01 00:00:00,81
2019-12-01 00:00:00,64
2020-01-01 00:00:00,52
2020-02-01 00:00:00,11
2020-03-01 00:00:00,11
2020-04-01 00:00:00,21
2020-06-01 00:00:00,34
2020-07-01 00:00:00,29
2020-08-01 00:00:00,15
2020-09-01 00:00:00,28
2020-10-01 00:00:00,27
2020-11-01 00:00:00,28
2021-01-01 00:00:00,31
2021-02-01 00:00:00,21
2021-03-01 00:00:00,38
2021-06-01 00:00:00,78
2021-07-01 00:00:00,69
2021-08-01 00:00:00,49
2021-11-01 00:00:00,37
2021-12-01 00:00:00,58
2022-01-01 00:00:00,33
2022-02-01 00:00:00,76
2022-03-01 00:00:00,54
2022-04-01 00:00:00,31
2022-05-01 00:00:00,40
2022-06-01 00:00:00,26
2022-07-01 00:00:00,24
2022-08-01 00:00:00,34
2022-09-01 00:00:00,34
2022-10-01 00:00:00,34
2022-11-01 00:00:00,25
2022-12-01 00:00:00,37
