,MVT_GT_Oklahoma City OK
2015-02-01 00:00:00,38
2015-03-01 00:00:00,17
2015-05-01 00:00:00,9
2015-06-01 00:00:00,14
2015-07-01 00:00:00,50
2015-08-01 00:00:00,32
2015-11-01 00:00:00,24
2015-12-01 00:00:00,55
2016-01-01 00:00:00,28
2016-03-01 00:00:00,21
2016-04-01 00:00:00,20
2016-06-01 00:00:00,21
2016-07-01 00:00:00,60
2016-08-01 00:00:00,17
2016-09-01 00:00:00,38
2016-10-01 00:00:00,41
2016-11-01 00:00:00,79
2016-12-01 00:00:00,52
2017-01-01 00:00:00,77
2017-06-01 00:00:00,37
2017-07-01 00:00:00,53
2017-08-01 00:00:00,23
2017-09-01 00:00:00,16
2017-10-01 00:00:00,32
2017-11-01 00:00:00,20
2017-12-01 00:00:00,33
2018-03-01 00:00:00,78
2018-04-01 00:00:00,65
2018-05-01 00:00:00,23
2018-07-01 00:00:00,14
2018-08-01 00:00:00,23
2018-09-01 00:00:00,52
2018-10-01 00:00:00,100
2018-12-01 00:00:00,19
2019-01-01 00:00:00,21
2019-02-01 00:00:00,14
2019-03-01 00:00:00,23
2019-04-01 00:00:00,16
2019-05-01 00:00:00,47
2019-06-01 00:00:00,24
2019-07-01 00:00:00,19
2019-10-01 00:00:00,17
2019-11-01 00:00:00,25
2019-12-01 00:00:00,38
2020-01-01 00:00:00,47
2020-03-01 00:00:00,70
2020-05-01 00:00:00,22
2020-06-01 00:00:00,48
2020-07-01 00:00:00,42
2020-08-01 00:00:00,20
2020-11-01 00:00:00,39
2020-12-01 00:00:00,23
2021-02-01 00:00:00,43
2021-03-01 00:00:00,16
2021-04-01 00:00:00,44
2021-05-01 00:00:00,44
2021-08-01 00:00:00,12
2021-10-01 00:00:00,15
2021-11-01 00:00:00,28
2021-12-01 00:00:00,31
2022-01-01 00:00:00,37
2022-02-01 00:00:00,35
2022-03-01 00:00:00,23
2022-04-01 00:00:00,26
2022-05-01 00:00:00,36
2022-06-01 00:00:00,20
2022-07-01 00:00:00,29
2022-10-01 00:00:00,12
2022-11-01 00:00:00,45
2022-12-01 00:00:00,21
