,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,52
2015-02-01 00:00:00,40
2015-05-01 00:00:00,48
2015-09-01 00:00:00,100
2015-12-01 00:00:00,66
2016-01-01 00:00:00,32
2016-03-01 00:00:00,33
2016-04-01 00:00:00,17
2016-07-01 00:00:00,21
2016-12-01 00:00:00,27
2017-02-01 00:00:00,22
2017-03-01 00:00:00,16
2017-04-01 00:00:00,19
2017-05-01 00:00:00,23
2017-07-01 00:00:00,49
2017-10-01 00:00:00,25
2017-11-01 00:00:00,19
2018-02-01 00:00:00,52
2018-03-01 00:00:00,14
2018-04-01 00:00:00,29
2018-05-01 00:00:00,26
2018-06-01 00:00:00,32
2018-07-01 00:00:00,27
2018-08-01 00:00:00,32
2018-09-01 00:00:00,42
2018-10-01 00:00:00,28
2018-11-01 00:00:00,36
2018-12-01 00:00:00,24
2019-01-01 00:00:00,12
2019-02-01 00:00:00,25
2019-03-01 00:00:00,33
2019-04-01 00:00:00,24
2019-05-01 00:00:00,43
2019-06-01 00:00:00,58
2019-07-01 00:00:00,19
2019-08-01 00:00:00,28
2019-09-01 00:00:00,40
2019-10-01 00:00:00,21
2019-11-01 00:00:00,42
2019-12-01 00:00:00,28
2020-01-01 00:00:00,64
2020-03-01 00:00:00,14
2020-04-01 00:00:00,9
2020-05-01 00:00:00,11
2020-06-01 00:00:00,18
2020-07-01 00:00:00,22
2020-08-01 00:00:00,22
2020-11-01 00:00:00,18
2020-12-01 00:00:00,55
2021-01-01 00:00:00,22
2021-02-01 00:00:00,27
2021-05-01 00:00:00,24
2021-06-01 00:00:00,24
2021-08-01 00:00:00,32
2021-09-01 00:00:00,22
2021-10-01 00:00:00,30
2021-11-01 00:00:00,39
2021-12-01 00:00:00,21
2022-01-01 00:00:00,13
2022-02-01 00:00:00,29
2022-03-01 00:00:00,9
2022-04-01 00:00:00,17
2022-05-01 00:00:00,17
2022-07-01 00:00:00,51
2022-09-01 00:00:00,34
2022-11-01 00:00:00,28
2022-12-01 00:00:00,43
