,MVT_GT_Albuquerque-Santa Fe NM
2015-02-01 00:00:00,68
2015-04-01 00:00:00,37
2015-09-01 00:00:00,36
2015-10-01 00:00:00,34
2015-11-01 00:00:00,35
2015-12-01 00:00:00,50
2016-01-01 00:00:00,45
2016-02-01 00:00:00,26
2016-03-01 00:00:00,48
2016-04-01 00:00:00,21
2016-06-01 00:00:00,61
2016-07-01 00:00:00,97
2016-09-01 00:00:00,41
2016-10-01 00:00:00,92
2016-11-01 00:00:00,53
2017-01-01 00:00:00,60
2017-02-01 00:00:00,60
2017-04-01 00:00:00,34
2017-05-01 00:00:00,28
2017-06-01 00:00:00,22
2017-07-01 00:00:00,48
2017-08-01 00:00:00,63
2017-10-01 00:00:00,100
2017-11-01 00:00:00,47
2018-01-01 00:00:00,24
2018-04-01 00:00:00,56
2018-05-01 00:00:00,65
2018-07-01 00:00:00,36
2018-08-01 00:00:00,18
2018-09-01 00:00:00,20
2018-10-01 00:00:00,40
2018-11-01 00:00:00,29
2018-12-01 00:00:00,22
2019-01-01 00:00:00,51
2019-02-01 00:00:00,18
2019-03-01 00:00:00,16
2019-04-01 00:00:00,28
2019-05-01 00:00:00,28
2019-06-01 00:00:00,58
2019-08-01 00:00:00,62
2019-09-01 00:00:00,44
2019-10-01 00:00:00,27
2019-11-01 00:00:00,34
2020-01-01 00:00:00,45
2020-02-01 00:00:00,24
2020-03-01 00:00:00,35
2020-06-01 00:00:00,52
2020-07-01 00:00:00,21
2020-08-01 00:00:00,26
2020-09-01 00:00:00,48
2020-10-01 00:00:00,29
2020-11-01 00:00:00,26
2020-12-01 00:00:00,16
2021-01-01 00:00:00,40
2021-02-01 00:00:00,25
2021-03-01 00:00:00,48
2021-04-01 00:00:00,64
2021-05-01 00:00:00,33
2021-06-01 00:00:00,51
2021-07-01 00:00:00,30
2021-08-01 00:00:00,35
2021-11-01 00:00:00,39
2021-12-01 00:00:00,39
2022-01-01 00:00:00,29
2022-02-01 00:00:00,65
2022-03-01 00:00:00,50
2022-05-01 00:00:00,49
2022-06-01 00:00:00,46
2022-07-01 00:00:00,34
2022-08-01 00:00:00,39
2022-09-01 00:00:00,17
2022-10-01 00:00:00,34
2022-11-01 00:00:00,59
2022-12-01 00:00:00,62
