,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,18
2015-03-01 00:00:00,35
2015-04-01 00:00:00,20
2015-12-01 00:00:00,20
2016-01-01 00:00:00,21
2016-08-01 00:00:00,34
2016-09-01 00:00:00,57
2016-10-01 00:00:00,26
2017-04-01 00:00:00,22
2017-06-01 00:00:00,16
2017-07-01 00:00:00,17
2017-11-01 00:00:00,17
2018-01-01 00:00:00,14
2018-05-01 00:00:00,24
2018-06-01 00:00:00,49
2018-07-01 00:00:00,18
2018-09-01 00:00:00,100
2018-10-01 00:00:00,23
2018-12-01 00:00:00,37
2019-03-01 00:00:00,29
2019-04-01 00:00:00,47
2019-06-01 00:00:00,13
2019-09-01 00:00:00,33
2019-11-01 00:00:00,16
2020-01-01 00:00:00,17
2020-02-01 00:00:00,15
2020-03-01 00:00:00,23
2020-05-01 00:00:00,16
2020-10-01 00:00:00,26
2020-11-01 00:00:00,20
2020-12-01 00:00:00,29
2021-01-01 00:00:00,17
2021-02-01 00:00:00,13
2021-03-01 00:00:00,61
2021-05-01 00:00:00,22
2021-07-01 00:00:00,18
2021-09-01 00:00:00,18
2021-10-01 00:00:00,17
2022-02-01 00:00:00,28
2022-03-01 00:00:00,17
2022-05-01 00:00:00,25
2022-06-01 00:00:00,33
2022-07-01 00:00:00,45
2022-08-01 00:00:00,33
2022-09-01 00:00:00,13
2022-10-01 00:00:00,21
2022-12-01 00:00:00,24
