,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,100
2015-03-01 00:00:00,64
2015-12-01 00:00:00,41
2016-01-01 00:00:00,21
2016-02-01 00:00:00,24
2016-03-01 00:00:00,34
2016-06-01 00:00:00,78
2016-09-01 00:00:00,18
2016-11-01 00:00:00,40
2016-12-01 00:00:00,52
2017-01-01 00:00:00,15
2017-02-01 00:00:00,28
2017-03-01 00:00:00,91
2017-05-01 00:00:00,19
2017-06-01 00:00:00,25
2017-07-01 00:00:00,57
2017-11-01 00:00:00,20
2017-12-01 00:00:00,27
2018-01-01 00:00:00,31
2018-02-01 00:00:00,19
2018-04-01 00:00:00,35
2018-05-01 00:00:00,61
2018-06-01 00:00:00,45
2018-08-01 00:00:00,29
2018-09-01 00:00:00,23
2018-10-01 00:00:00,34
2018-11-01 00:00:00,31
2018-12-01 00:00:00,26
2019-01-01 00:00:00,24
2019-02-01 00:00:00,35
2019-04-01 00:00:00,16
2019-05-01 00:00:00,58
2019-06-01 00:00:00,40
2019-07-01 00:00:00,13
2019-10-01 00:00:00,20
2019-11-01 00:00:00,28
2019-12-01 00:00:00,26
2020-01-01 00:00:00,61
2020-02-01 00:00:00,45
2020-03-01 00:00:00,14
2020-04-01 00:00:00,12
2020-06-01 00:00:00,25
2020-07-01 00:00:00,18
2020-10-01 00:00:00,20
2020-12-01 00:00:00,29
2021-01-01 00:00:00,25
2021-02-01 00:00:00,22
2021-03-01 00:00:00,18
2021-05-01 00:00:00,21
2021-06-01 00:00:00,30
2021-08-01 00:00:00,13
2021-09-01 00:00:00,15
2021-10-01 00:00:00,40
2021-11-01 00:00:00,22
2021-12-01 00:00:00,39
2022-01-01 00:00:00,15
2022-02-01 00:00:00,17
2022-03-01 00:00:00,25
2022-04-01 00:00:00,32
2022-05-01 00:00:00,23
2022-08-01 00:00:00,16
2022-09-01 00:00:00,32
2022-11-01 00:00:00,24
2022-12-01 00:00:00,85
