,MVT_GT_El Paso TX
2015-05-01 00:00:00,95
2015-07-01 00:00:00,31
2015-09-01 00:00:00,23
2016-06-01 00:00:00,100
2017-01-01 00:00:00,21
2017-04-01 00:00:00,19
2017-07-01 00:00:00,17
2017-09-01 00:00:00,29
2017-11-01 00:00:00,38
2018-04-01 00:00:00,26
2018-08-01 00:00:00,39
2018-09-01 00:00:00,47
2018-10-01 00:00:00,39
2018-11-01 00:00:00,27
2019-07-01 00:00:00,20
2019-08-01 00:00:00,20
2019-09-01 00:00:00,46
2019-12-01 00:00:00,37
2020-01-01 00:00:00,47
2020-02-01 00:00:00,45
2020-06-01 00:00:00,23
2020-07-01 00:00:00,21
2020-10-01 00:00:00,16
2020-12-01 00:00:00,24
2021-01-01 00:00:00,14
2021-03-01 00:00:00,40
2021-05-01 00:00:00,42
2021-06-01 00:00:00,15
2021-07-01 00:00:00,26
2021-08-01 00:00:00,20
2021-12-01 00:00:00,26
2022-01-01 00:00:00,23
2022-02-01 00:00:00,16
2022-04-01 00:00:00,22
2022-07-01 00:00:00,15
2022-08-01 00:00:00,24
2022-09-01 00:00:00,50
2022-10-01 00:00:00,57
2022-11-01 00:00:00,23
2022-12-01 00:00:00,31
