,MVT_GT_San Antonio TX
2015-01-01 00:00:00,26
2015-02-01 00:00:00,70
2015-03-01 00:00:00,73
2015-07-01 00:00:00,74
2015-08-01 00:00:00,61
2015-09-01 00:00:00,65
2016-01-01 00:00:00,38
2016-02-01 00:00:00,25
2016-03-01 00:00:00,19
2016-04-01 00:00:00,14
2016-05-01 00:00:00,38
2016-06-01 00:00:00,36
2016-07-01 00:00:00,42
2016-08-01 00:00:00,44
2016-09-01 00:00:00,14
2016-10-01 00:00:00,47
2016-11-01 00:00:00,55
2016-12-01 00:00:00,42
2017-03-01 00:00:00,50
2017-04-01 00:00:00,77
2017-05-01 00:00:00,53
2017-06-01 00:00:00,50
2017-07-01 00:00:00,35
2017-08-01 00:00:00,15
2017-09-01 00:00:00,32
2017-10-01 00:00:00,35
2017-11-01 00:00:00,55
2017-12-01 00:00:00,45
2018-01-01 00:00:00,18
2018-02-01 00:00:00,33
2018-03-01 00:00:00,14
2018-04-01 00:00:00,57
2018-05-01 00:00:00,20
2018-07-01 00:00:00,56
2018-08-01 00:00:00,54
2018-09-01 00:00:00,38
2018-10-01 00:00:00,50
2018-12-01 00:00:00,60
2019-01-01 00:00:00,25
2019-02-01 00:00:00,36
2019-03-01 00:00:00,38
2019-04-01 00:00:00,73
2019-05-01 00:00:00,39
2019-06-01 00:00:00,29
2019-08-01 00:00:00,53
2019-09-01 00:00:00,24
2019-10-01 00:00:00,31
2019-11-01 00:00:00,25
2019-12-01 00:00:00,25
2020-01-01 00:00:00,25
2020-02-01 00:00:00,14
2020-03-01 00:00:00,40
2020-04-01 00:00:00,30
2020-05-01 00:00:00,26
2020-06-01 00:00:00,41
2020-07-01 00:00:00,23
2020-08-01 00:00:00,28
2020-09-01 00:00:00,35
2020-10-01 00:00:00,42
2020-11-01 00:00:00,50
2020-12-01 00:00:00,36
2021-01-01 00:00:00,29
2021-02-01 00:00:00,59
2021-03-01 00:00:00,37
2021-04-01 00:00:00,41
2021-05-01 00:00:00,24
2021-06-01 00:00:00,50
2021-07-01 00:00:00,22
2021-08-01 00:00:00,41
2021-09-01 00:00:00,32
2021-10-01 00:00:00,27
2021-11-01 00:00:00,43
2021-12-01 00:00:00,32
2022-01-01 00:00:00,15
2022-02-01 00:00:00,33
2022-03-01 00:00:00,28
2022-04-01 00:00:00,22
2022-05-01 00:00:00,83
2022-06-01 00:00:00,67
2022-07-01 00:00:00,31
2022-08-01 00:00:00,66
2022-09-01 00:00:00,15
2022-10-01 00:00:00,92
2022-11-01 00:00:00,51
2022-12-01 00:00:00,100
