,MVT_GT_El Paso TX
2015-09-01 00:00:00,35
2016-03-01 00:00:00,29
2016-04-01 00:00:00,49
2016-06-01 00:00:00,87
2016-11-01 00:00:00,71
2017-01-01 00:00:00,81
2017-06-01 00:00:00,51
2017-07-01 00:00:00,46
2017-08-01 00:00:00,56
2017-09-01 00:00:00,65
2017-11-01 00:00:00,64
2018-03-01 00:00:00,55
2018-04-01 00:00:00,57
2018-08-01 00:00:00,27
2019-02-01 00:00:00,43
2019-04-01 00:00:00,56
2019-07-01 00:00:00,41
2019-08-01 00:00:00,70
2019-09-01 00:00:00,34
2020-01-01 00:00:00,44
2020-02-01 00:00:00,33
2020-04-01 00:00:00,17
2020-05-01 00:00:00,34
2020-06-01 00:00:00,75
2020-09-01 00:00:00,41
2020-12-01 00:00:00,23
2021-01-01 00:00:00,23
2021-02-01 00:00:00,25
2021-03-01 00:00:00,22
2021-05-01 00:00:00,45
2021-07-01 00:00:00,30
2021-08-01 00:00:00,41
2022-01-01 00:00:00,38
2022-02-01 00:00:00,73
2022-03-01 00:00:00,51
2022-04-01 00:00:00,58
2022-05-01 00:00:00,66
2022-07-01 00:00:00,100
2022-08-01 00:00:00,18
2022-09-01 00:00:00,33
2022-12-01 00:00:00,41
