,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,60
2015-02-01 00:00:00,38
2015-04-01 00:00:00,100
2015-11-01 00:00:00,32
2015-12-01 00:00:00,29
2016-02-01 00:00:00,16
2016-03-01 00:00:00,27
2016-04-01 00:00:00,15
2016-06-01 00:00:00,52
2016-07-01 00:00:00,17
2016-08-01 00:00:00,18
2016-10-01 00:00:00,20
2016-12-01 00:00:00,15
2017-02-01 00:00:00,15
2017-03-01 00:00:00,11
2017-04-01 00:00:00,17
2017-05-01 00:00:00,11
2017-06-01 00:00:00,25
2017-07-01 00:00:00,50
2017-10-01 00:00:00,13
2017-11-01 00:00:00,10
2018-01-01 00:00:00,30
2018-02-01 00:00:00,24
2018-03-01 00:00:00,46
2018-05-01 00:00:00,27
2018-06-01 00:00:00,41
2018-07-01 00:00:00,14
2018-08-01 00:00:00,53
2018-09-01 00:00:00,24
2018-10-01 00:00:00,26
2018-11-01 00:00:00,21
2018-12-01 00:00:00,22
2019-02-01 00:00:00,29
2019-03-01 00:00:00,19
2019-04-01 00:00:00,26
2019-05-01 00:00:00,53
2019-07-01 00:00:00,24
2019-08-01 00:00:00,26
2019-09-01 00:00:00,29
2019-10-01 00:00:00,10
2019-12-01 00:00:00,32
2020-01-01 00:00:00,38
2020-02-01 00:00:00,18
2020-03-01 00:00:00,12
2020-04-01 00:00:00,35
2020-06-01 00:00:00,18
2020-07-01 00:00:00,25
2020-08-01 00:00:00,30
2020-09-01 00:00:00,13
2020-10-01 00:00:00,16
2020-11-01 00:00:00,23
2020-12-01 00:00:00,36
2021-01-01 00:00:00,43
2021-04-01 00:00:00,10
2021-07-01 00:00:00,12
2021-08-01 00:00:00,16
2021-11-01 00:00:00,38
2022-01-01 00:00:00,22
2022-02-01 00:00:00,17
2022-03-01 00:00:00,10
2022-04-01 00:00:00,30
2022-05-01 00:00:00,18
2022-06-01 00:00:00,8
2022-07-01 00:00:00,17
2022-09-01 00:00:00,36
2022-10-01 00:00:00,11
2022-11-01 00:00:00,42
2022-12-01 00:00:00,29
