,MVT_GT_Colorado Springs-Pueblo CO
2015-05-01 00:00:00,51
2015-09-01 00:00:00,90
2015-10-01 00:00:00,61
2016-01-01 00:00:00,26
2016-02-01 00:00:00,52
2016-03-01 00:00:00,62
2016-06-01 00:00:00,26
2017-01-01 00:00:00,26
2017-02-01 00:00:00,25
2017-05-01 00:00:00,60
2017-10-01 00:00:00,22
2017-11-01 00:00:00,71
2018-01-01 00:00:00,24
2018-02-01 00:00:00,44
2018-03-01 00:00:00,17
2018-04-01 00:00:00,26
2018-05-01 00:00:00,29
2018-06-01 00:00:00,34
2018-09-01 00:00:00,67
2018-10-01 00:00:00,24
2018-11-01 00:00:00,51
2019-01-01 00:00:00,29
2019-03-01 00:00:00,55
2019-04-01 00:00:00,17
2019-05-01 00:00:00,23
2019-06-01 00:00:00,26
2019-07-01 00:00:00,41
2019-08-01 00:00:00,100
2019-10-01 00:00:00,17
2020-01-01 00:00:00,35
2020-02-01 00:00:00,22
2020-05-01 00:00:00,14
2020-06-01 00:00:00,16
2020-07-01 00:00:00,38
2020-08-01 00:00:00,20
2020-11-01 00:00:00,26
2021-01-01 00:00:00,19
2021-02-01 00:00:00,18
2021-03-01 00:00:00,16
2021-05-01 00:00:00,47
2021-07-01 00:00:00,63
2021-08-01 00:00:00,20
2021-09-01 00:00:00,67
2021-11-01 00:00:00,29
2021-12-01 00:00:00,19
2022-01-01 00:00:00,17
2022-02-01 00:00:00,19
2022-03-01 00:00:00,16
2022-04-01 00:00:00,23
2022-05-01 00:00:00,35
2022-07-01 00:00:00,31
2022-08-01 00:00:00,20
2022-09-01 00:00:00,40
2022-11-01 00:00:00,14
2022-12-01 00:00:00,18
