,MVT_GT_Oklahoma City OK
2015-02-01 00:00:00,42
2015-03-01 00:00:00,23
2015-04-01 00:00:00,25
2015-06-01 00:00:00,41
2015-08-01 00:00:00,46
2015-11-01 00:00:00,38
2015-12-01 00:00:00,46
2016-03-01 00:00:00,22
2016-05-01 00:00:00,39
2016-06-01 00:00:00,49
2016-07-01 00:00:00,36
2016-08-01 00:00:00,28
2016-09-01 00:00:00,21
2016-10-01 00:00:00,91
2016-12-01 00:00:00,37
2017-01-01 00:00:00,61
2017-02-01 00:00:00,43
2017-04-01 00:00:00,26
2017-06-01 00:00:00,65
2017-07-01 00:00:00,58
2017-08-01 00:00:00,70
2017-09-01 00:00:00,46
2017-10-01 00:00:00,84
2018-02-01 00:00:00,76
2018-03-01 00:00:00,61
2018-04-01 00:00:00,54
2018-06-01 00:00:00,100
2018-07-01 00:00:00,23
2018-08-01 00:00:00,49
2019-01-01 00:00:00,52
2019-02-01 00:00:00,43
2019-03-01 00:00:00,30
2019-04-01 00:00:00,69
2019-05-01 00:00:00,63
2019-06-01 00:00:00,72
2019-07-01 00:00:00,36
2019-08-01 00:00:00,43
2019-11-01 00:00:00,39
2019-12-01 00:00:00,43
2020-01-01 00:00:00,28
2020-02-01 00:00:00,34
2020-03-01 00:00:00,22
2020-04-01 00:00:00,14
2020-05-01 00:00:00,25
2020-07-01 00:00:00,32
2020-08-01 00:00:00,63
2020-09-01 00:00:00,24
2020-11-01 00:00:00,79
2020-12-01 00:00:00,21
2021-01-01 00:00:00,27
2021-02-01 00:00:00,68
2021-03-01 00:00:00,72
2021-05-01 00:00:00,21
2021-06-01 00:00:00,29
2021-07-01 00:00:00,46
2021-08-01 00:00:00,42
2021-09-01 00:00:00,42
2021-12-01 00:00:00,36
2022-01-01 00:00:00,30
2022-02-01 00:00:00,40
2022-03-01 00:00:00,28
2022-06-01 00:00:00,29
2022-08-01 00:00:00,41
2022-10-01 00:00:00,34
2022-11-01 00:00:00,70
2022-12-01 00:00:00,27
