,MVT_GT_San Antonio TX
2015-02-01 00:00:00,47
2015-03-01 00:00:00,26
2015-04-01 00:00:00,37
2015-05-01 00:00:00,30
2015-07-01 00:00:00,45
2015-08-01 00:00:00,32
2015-09-01 00:00:00,57
2015-10-01 00:00:00,53
2015-12-01 00:00:00,72
2016-01-01 00:00:00,76
2016-03-01 00:00:00,19
2016-07-01 00:00:00,55
2016-08-01 00:00:00,54
2016-09-01 00:00:00,39
2016-10-01 00:00:00,30
2016-11-01 00:00:00,42
2016-12-01 00:00:00,53
2017-01-01 00:00:00,24
2017-02-01 00:00:00,74
2017-03-01 00:00:00,71
2017-04-01 00:00:00,55
2017-05-01 00:00:00,64
2017-06-01 00:00:00,88
2017-10-01 00:00:00,40
2017-11-01 00:00:00,58
2018-01-01 00:00:00,22
2018-02-01 00:00:00,34
2018-04-01 00:00:00,49
2018-05-01 00:00:00,30
2018-06-01 00:00:00,25
2018-07-01 00:00:00,61
2018-08-01 00:00:00,52
2018-09-01 00:00:00,63
2018-10-01 00:00:00,58
2018-11-01 00:00:00,15
2018-12-01 00:00:00,38
2019-01-01 00:00:00,25
2019-02-01 00:00:00,36
2019-03-01 00:00:00,71
2019-04-01 00:00:00,35
2019-05-01 00:00:00,73
2019-06-01 00:00:00,72
2019-07-01 00:00:00,91
2019-08-01 00:00:00,44
2019-09-01 00:00:00,39
2019-10-01 00:00:00,49
2019-11-01 00:00:00,34
2019-12-01 00:00:00,29
2020-01-01 00:00:00,40
2020-02-01 00:00:00,39
2020-03-01 00:00:00,42
2020-04-01 00:00:00,25
2020-05-01 00:00:00,10
2020-06-01 00:00:00,42
2020-07-01 00:00:00,77
2020-08-01 00:00:00,24
2020-09-01 00:00:00,57
2020-10-01 00:00:00,20
2020-11-01 00:00:00,44
2020-12-01 00:00:00,36
2021-01-01 00:00:00,46
2021-02-01 00:00:00,23
2021-03-01 00:00:00,60
2021-04-01 00:00:00,75
2021-05-01 00:00:00,22
2021-06-01 00:00:00,29
2021-07-01 00:00:00,23
2021-08-01 00:00:00,65
2021-09-01 00:00:00,16
2021-11-01 00:00:00,51
2021-12-01 00:00:00,17
2022-01-01 00:00:00,45
2022-02-01 00:00:00,64
2022-03-01 00:00:00,43
2022-04-01 00:00:00,29
2022-05-01 00:00:00,89
2022-06-01 00:00:00,75
2022-07-01 00:00:00,63
2022-08-01 00:00:00,41
2022-09-01 00:00:00,47
2022-10-01 00:00:00,60
2022-11-01 00:00:00,54
2022-12-01 00:00:00,100
