,MVT_GT_Tucson AZ
2015-03-01 00:00:00,53
2015-05-01 00:00:00,71
2015-09-01 00:00:00,100
2016-01-01 00:00:00,37
2016-02-01 00:00:00,28
2016-05-01 00:00:00,30
2016-07-01 00:00:00,50
2016-09-01 00:00:00,29
2017-01-01 00:00:00,31
2017-08-01 00:00:00,42
2017-09-01 00:00:00,23
2017-10-01 00:00:00,30
2017-11-01 00:00:00,50
2017-12-01 00:00:00,59
2018-03-01 00:00:00,25
2018-06-01 00:00:00,21
2018-07-01 00:00:00,20
2018-10-01 00:00:00,34
2019-01-01 00:00:00,22
2019-02-01 00:00:00,89
2019-03-01 00:00:00,42
2019-04-01 00:00:00,51
2019-05-01 00:00:00,49
2019-08-01 00:00:00,70
2019-11-01 00:00:00,34
2019-12-01 00:00:00,72
2020-01-01 00:00:00,51
2020-02-01 00:00:00,43
2020-08-01 00:00:00,49
2020-09-01 00:00:00,19
2020-10-01 00:00:00,39
2020-11-01 00:00:00,61
2020-12-01 00:00:00,24
2022-02-01 00:00:00,23
2022-03-01 00:00:00,60
2022-04-01 00:00:00,50
2022-05-01 00:00:00,25
2022-07-01 00:00:00,38
2022-08-01 00:00:00,40
2022-09-01 00:00:00,24
2022-10-01 00:00:00,37
2022-11-01 00:00:00,27
2022-12-01 00:00:00,43
