,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,30
2015-02-01 00:00:00,25
2015-03-01 00:00:00,35
2015-04-01 00:00:00,54
2015-06-01 00:00:00,12
2015-07-01 00:00:00,66
2015-09-01 00:00:00,55
2015-10-01 00:00:00,82
2015-12-01 00:00:00,35
2016-06-01 00:00:00,23
2016-07-01 00:00:00,22
2016-08-01 00:00:00,20
2016-09-01 00:00:00,55
2016-10-01 00:00:00,28
2016-12-01 00:00:00,26
2017-01-01 00:00:00,26
2017-03-01 00:00:00,23
2017-04-01 00:00:00,52
2017-05-01 00:00:00,87
2017-06-01 00:00:00,55
2017-07-01 00:00:00,26
2017-08-01 00:00:00,48
2017-09-01 00:00:00,40
2017-10-01 00:00:00,100
2017-11-01 00:00:00,32
2018-01-01 00:00:00,66
2018-02-01 00:00:00,24
2018-03-01 00:00:00,38
2018-04-01 00:00:00,46
2018-05-01 00:00:00,73
2018-08-01 00:00:00,56
2018-09-01 00:00:00,21
2018-10-01 00:00:00,31
2018-12-01 00:00:00,24
2019-01-01 00:00:00,27
2019-03-01 00:00:00,18
2019-04-01 00:00:00,35
2019-05-01 00:00:00,40
2019-06-01 00:00:00,27
2019-08-01 00:00:00,15
2019-10-01 00:00:00,25
2019-11-01 00:00:00,46
2020-01-01 00:00:00,42
2020-03-01 00:00:00,23
2020-04-01 00:00:00,26
2020-06-01 00:00:00,50
2020-07-01 00:00:00,14
2020-08-01 00:00:00,51
2020-09-01 00:00:00,22
2020-10-01 00:00:00,41
2020-11-01 00:00:00,15
2020-12-01 00:00:00,36
2021-01-01 00:00:00,33
2021-02-01 00:00:00,30
2021-05-01 00:00:00,27
2021-07-01 00:00:00,19
2021-08-01 00:00:00,38
2021-09-01 00:00:00,43
2021-10-01 00:00:00,48
2022-01-01 00:00:00,36
2022-02-01 00:00:00,81
2022-03-01 00:00:00,74
2022-04-01 00:00:00,30
2022-05-01 00:00:00,15
2022-06-01 00:00:00,23
2022-08-01 00:00:00,30
2022-09-01 00:00:00,47
2022-10-01 00:00:00,20
2022-11-01 00:00:00,51
2022-12-01 00:00:00,42
