,MVT_GT_Albuquerque-Santa Fe NM
2015-01-01 00:00:00,27
2015-02-01 00:00:00,22
2015-03-01 00:00:00,100
2015-04-01 00:00:00,74
2015-09-01 00:00:00,87
2015-10-01 00:00:00,52
2015-11-01 00:00:00,34
2015-12-01 00:00:00,28
2016-01-01 00:00:00,62
2016-02-01 00:00:00,18
2016-03-01 00:00:00,37
2016-04-01 00:00:00,26
2016-05-01 00:00:00,27
2016-06-01 00:00:00,21
2016-08-01 00:00:00,41
2016-09-01 00:00:00,46
2016-10-01 00:00:00,39
2016-11-01 00:00:00,48
2016-12-01 00:00:00,28
2017-01-01 00:00:00,66
2017-02-01 00:00:00,79
2017-03-01 00:00:00,66
2017-04-01 00:00:00,33
2017-05-01 00:00:00,35
2017-07-01 00:00:00,64
2017-08-01 00:00:00,74
2017-09-01 00:00:00,34
2017-10-01 00:00:00,31
2017-11-01 00:00:00,43
2017-12-01 00:00:00,34
2018-01-01 00:00:00,65
2018-02-01 00:00:00,70
2018-03-01 00:00:00,27
2018-04-01 00:00:00,53
2018-05-01 00:00:00,42
2018-07-01 00:00:00,48
2018-08-01 00:00:00,27
2018-09-01 00:00:00,31
2018-10-01 00:00:00,28
2018-11-01 00:00:00,45
2018-12-01 00:00:00,47
2019-01-01 00:00:00,43
2019-02-01 00:00:00,40
2019-03-01 00:00:00,38
2019-04-01 00:00:00,46
2019-05-01 00:00:00,42
2019-06-01 00:00:00,51
2019-07-01 00:00:00,55
2019-08-01 00:00:00,35
2019-09-01 00:00:00,31
2019-10-01 00:00:00,35
2019-11-01 00:00:00,47
2019-12-01 00:00:00,93
2020-01-01 00:00:00,42
2020-02-01 00:00:00,19
2020-03-01 00:00:00,27
2020-05-01 00:00:00,34
2020-06-01 00:00:00,37
2020-07-01 00:00:00,40
2020-09-01 00:00:00,41
2020-10-01 00:00:00,46
2020-11-01 00:00:00,31
2020-12-01 00:00:00,37
2021-01-01 00:00:00,26
2021-02-01 00:00:00,42
2021-03-01 00:00:00,40
2021-04-01 00:00:00,37
2021-05-01 00:00:00,18
2021-06-01 00:00:00,66
2021-07-01 00:00:00,36
2021-08-01 00:00:00,42
2021-11-01 00:00:00,15
2021-12-01 00:00:00,54
2022-01-01 00:00:00,51
2022-02-01 00:00:00,69
2022-03-01 00:00:00,45
2022-04-01 00:00:00,39
2022-05-01 00:00:00,46
2022-06-01 00:00:00,57
2022-07-01 00:00:00,42
2022-08-01 00:00:00,40
2022-09-01 00:00:00,37
2022-10-01 00:00:00,49
2022-11-01 00:00:00,23
2022-12-01 00:00:00,47
