,MVT_GT_Tulsa OK
2015-03-01 00:00:00,40
2015-05-01 00:00:00,100
2015-06-01 00:00:00,28
2015-09-01 00:00:00,40
2015-10-01 00:00:00,20
2015-11-01 00:00:00,19
2015-12-01 00:00:00,9
2016-02-01 00:00:00,24
2016-03-01 00:00:00,19
2016-05-01 00:00:00,34
2016-07-01 00:00:00,33
2016-08-01 00:00:00,45
2016-09-01 00:00:00,16
2016-10-01 00:00:00,20
2016-11-01 00:00:00,45
2017-01-01 00:00:00,25
2017-04-01 00:00:00,31
2017-07-01 00:00:00,12
2017-08-01 00:00:00,14
2017-09-01 00:00:00,58
2017-11-01 00:00:00,20
2017-12-01 00:00:00,22
2018-01-01 00:00:00,55
2018-02-01 00:00:00,22
2018-03-01 00:00:00,19
2018-04-01 00:00:00,22
2018-05-01 00:00:00,42
2018-09-01 00:00:00,31
2018-10-01 00:00:00,64
2018-11-01 00:00:00,18
2018-12-01 00:00:00,36
2019-01-01 00:00:00,19
2019-02-01 00:00:00,42
2019-03-01 00:00:00,25
2019-04-01 00:00:00,43
2019-07-01 00:00:00,25
2019-08-01 00:00:00,63
2019-09-01 00:00:00,27
2019-10-01 00:00:00,16
2019-12-01 00:00:00,82
2020-01-01 00:00:00,27
2020-02-01 00:00:00,37
2020-03-01 00:00:00,15
2020-05-01 00:00:00,12
2020-06-01 00:00:00,12
2020-08-01 00:00:00,39
2020-09-01 00:00:00,14
2020-10-01 00:00:00,27
2020-11-01 00:00:00,52
2021-01-01 00:00:00,50
2021-02-01 00:00:00,42
2021-04-01 00:00:00,35
2021-05-01 00:00:00,29
2021-06-01 00:00:00,23
2021-07-01 00:00:00,28
2021-08-01 00:00:00,33
2021-09-01 00:00:00,38
2021-11-01 00:00:00,15
2022-01-01 00:00:00,20
2022-02-01 00:00:00,30
2022-04-01 00:00:00,12
2022-05-01 00:00:00,40
2022-06-01 00:00:00,33
2022-07-01 00:00:00,29
2022-09-01 00:00:00,30
