,MVT_GT_Omaha NE
2015-01-01 00:00:00,42
2015-03-01 00:00:00,100
2015-06-01 00:00:00,40
2015-07-01 00:00:00,39
2015-08-01 00:00:00,46
2015-11-01 00:00:00,31
2016-01-01 00:00:00,52
2016-03-01 00:00:00,30
2016-04-01 00:00:00,40
2016-05-01 00:00:00,73
2016-07-01 00:00:00,47
2016-08-01 00:00:00,27
2016-09-01 00:00:00,26
2016-10-01 00:00:00,30
2016-11-01 00:00:00,79
2016-12-01 00:00:00,69
2017-02-01 00:00:00,25
2017-03-01 00:00:00,30
2017-08-01 00:00:00,35
2017-10-01 00:00:00,39
2017-11-01 00:00:00,94
2018-01-01 00:00:00,73
2018-02-01 00:00:00,27
2018-05-01 00:00:00,71
2018-07-01 00:00:00,37
2018-09-01 00:00:00,61
2018-10-01 00:00:00,85
2019-01-01 00:00:00,48
2019-04-01 00:00:00,41
2019-05-01 00:00:00,92
2019-07-01 00:00:00,84
2019-09-01 00:00:00,40
2019-11-01 00:00:00,64
2020-01-01 00:00:00,67
2020-02-01 00:00:00,55
2020-03-01 00:00:00,22
2020-05-01 00:00:00,54
2020-06-01 00:00:00,63
2020-09-01 00:00:00,47
2020-10-01 00:00:00,65
2020-12-01 00:00:00,52
2021-01-01 00:00:00,27
2021-02-01 00:00:00,76
2021-03-01 00:00:00,27
2021-04-01 00:00:00,65
2021-05-01 00:00:00,55
2021-08-01 00:00:00,37
2021-09-01 00:00:00,53
2021-10-01 00:00:00,30
2021-12-01 00:00:00,69
2022-02-01 00:00:00,75
2022-03-01 00:00:00,74
2022-04-01 00:00:00,83
2022-05-01 00:00:00,30
2022-06-01 00:00:00,35
2022-07-01 00:00:00,43
2022-08-01 00:00:00,42
2022-10-01 00:00:00,26
2022-11-01 00:00:00,45
2022-12-01 00:00:00,76
