,MVT_GT_New Orleans LA
01/01/2015 00:00:00,47
08/01/2015 00:00:00,69
09/01/2015 00:00:00,83
05/01/2016 00:00:00,52
08/01/2016 00:00:00,77
09/01/2016 00:00:00,42
02/01/2017 00:00:00,43
03/01/2017 00:00:00,35
09/01/2017 00:00:00,38
11/01/2017 00:00:00,43
12/01/2017 00:00:00,42
08/01/2018 00:00:00,36
09/01/2018 00:00:00,41
11/01/2018 00:00:00,60
12/01/2018 00:00:00,71
05/01/2019 00:00:00,63
06/01/2019 00:00:00,38
07/01/2019 00:00:00,71
01/01/2020 00:00:00,100
03/01/2020 00:00:00,34
04/01/2020 00:00:00,50
05/01/2020 00:00:00,40
07/01/2020 00:00:00,40
08/01/2020 00:00:00,36
09/01/2020 00:00:00,37
11/01/2020 00:00:00,33
03/01/2021 00:00:00,34
04/01/2021 00:00:00,56
09/01/2021 00:00:00,64
12/01/2021 00:00:00,39
01/01/2022 00:00:00,81
02/01/2022 00:00:00,49
03/01/2022 00:00:00,45
04/01/2022 00:00:00,65
05/01/2022 00:00:00,39
07/01/2022 00:00:00,70
08/01/2022 00:00:00,37
10/01/2022 00:00:00,34
11/01/2022 00:00:00,50
12/01/2022 00:00:00,34
