,MVT_GT_New Orleans LA
01/01/2015 00:00:00,100
06/01/2016 00:00:00,52
08/01/2016 00:00:00,67
01/01/2017 00:00:00,45
02/01/2017 00:00:00,60
06/01/2017 00:00:00,40
07/01/2017 00:00:00,43
09/01/2017 00:00:00,41
11/01/2017 00:00:00,43
02/01/2018 00:00:00,49
05/01/2018 00:00:00,40
12/01/2018 00:00:00,63
05/01/2019 00:00:00,47
06/01/2019 00:00:00,61
07/01/2019 00:00:00,37
11/01/2019 00:00:00,39
12/01/2019 00:00:00,60
01/01/2020 00:00:00,75
02/01/2020 00:00:00,35
04/01/2020 00:00:00,53
05/01/2020 00:00:00,29
06/01/2020 00:00:00,40
10/01/2020 00:00:00,60
01/01/2021 00:00:00,38
03/01/2021 00:00:00,56
04/01/2021 00:00:00,50
12/01/2021 00:00:00,35
01/01/2022 00:00:00,47
02/01/2022 00:00:00,67
04/01/2022 00:00:00,100
07/01/2022 00:00:00,56
08/01/2022 00:00:00,59
09/01/2022 00:00:00,49
10/01/2022 00:00:00,42
11/01/2022 00:00:00,57
12/01/2022 00:00:00,72
