,MVT_GT_Tucson AZ
2015-01-01 00:00:00,84
2015-02-01 00:00:00,79
2015-09-01 00:00:00,60
2015-10-01 00:00:00,40
2016-01-01 00:00:00,100
2016-08-01 00:00:00,49
2016-10-01 00:00:00,29
2016-12-01 00:00:00,62
2017-01-01 00:00:00,31
2017-04-01 00:00:00,31
2017-07-01 00:00:00,66
2017-10-01 00:00:00,36
2017-11-01 00:00:00,71
2017-12-01 00:00:00,32
2018-02-01 00:00:00,31
2018-04-01 00:00:00,48
2018-07-01 00:00:00,36
2018-10-01 00:00:00,35
2019-01-01 00:00:00,27
2019-03-01 00:00:00,54
2019-04-01 00:00:00,36
2019-08-01 00:00:00,65
2019-12-01 00:00:00,50
2020-01-01 00:00:00,40
2020-02-01 00:00:00,21
2020-06-01 00:00:00,28
2020-08-01 00:00:00,29
2020-09-01 00:00:00,70
2020-10-01 00:00:00,60
2020-11-01 00:00:00,35
2020-12-01 00:00:00,86
2021-02-01 00:00:00,18
2021-09-01 00:00:00,25
2021-11-01 00:00:00,52
2021-12-01 00:00:00,60
2022-03-01 00:00:00,47
2022-04-01 00:00:00,23
2022-05-01 00:00:00,59
2022-07-01 00:00:00,43
2022-08-01 00:00:00,26
2022-09-01 00:00:00,33
2022-10-01 00:00:00,28
2022-11-01 00:00:00,26
2022-12-01 00:00:00,26
