,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,85
04/01/2015 00:00:00,48
05/01/2015 00:00:00,55
03/01/2016 00:00:00,50
05/01/2016 00:00:00,37
06/01/2016 00:00:00,53
08/01/2016 00:00:00,36
10/01/2016 00:00:00,50
11/01/2016 00:00:00,49
12/01/2016 00:00:00,35
01/01/2017 00:00:00,36
02/01/2017 00:00:00,36
03/01/2017 00:00:00,37
05/01/2017 00:00:00,30
06/01/2017 00:00:00,34
07/01/2017 00:00:00,58
10/01/2017 00:00:00,30
11/01/2017 00:00:00,46
12/01/2017 00:00:00,46
02/01/2018 00:00:00,32
03/01/2018 00:00:00,53
06/01/2018 00:00:00,38
07/01/2018 00:00:00,36
08/01/2018 00:00:00,72
09/01/2018 00:00:00,30
10/01/2018 00:00:00,55
02/01/2019 00:00:00,62
04/01/2019 00:00:00,53
05/01/2019 00:00:00,51
06/01/2019 00:00:00,43
08/01/2019 00:00:00,65
09/01/2019 00:00:00,36
10/01/2019 00:00:00,43
11/01/2019 00:00:00,36
12/01/2019 00:00:00,42
01/01/2020 00:00:00,41
02/01/2020 00:00:00,34
03/01/2020 00:00:00,48
04/01/2020 00:00:00,31
05/01/2020 00:00:00,31
08/01/2020 00:00:00,51
09/01/2020 00:00:00,24
12/01/2020 00:00:00,37
02/01/2021 00:00:00,35
03/01/2021 00:00:00,43
05/01/2021 00:00:00,37
06/01/2021 00:00:00,45
07/01/2021 00:00:00,42
09/01/2021 00:00:00,74
10/01/2021 00:00:00,100
11/01/2021 00:00:00,42
12/01/2021 00:00:00,44
01/01/2022 00:00:00,51
02/01/2022 00:00:00,30
03/01/2022 00:00:00,70
04/01/2022 00:00:00,41
05/01/2022 00:00:00,32
06/01/2022 00:00:00,40
07/01/2022 00:00:00,80
08/01/2022 00:00:00,81
09/01/2022 00:00:00,76
10/01/2022 00:00:00,72
11/01/2022 00:00:00,46
12/01/2022 00:00:00,85
