,MVT_GT_Cincinnati OH
01/01/2016 00:00:00,50
03/01/2016 00:00:00,79
06/01/2016 00:00:00,57
07/01/2016 00:00:00,68
09/01/2016 00:00:00,45
10/01/2016 00:00:00,50
11/01/2016 00:00:00,64
03/01/2017 00:00:00,66
04/01/2017 00:00:00,47
06/01/2017 00:00:00,54
07/01/2017 00:00:00,46
08/01/2017 00:00:00,43
10/01/2017 00:00:00,49
11/01/2017 00:00:00,50
12/01/2017 00:00:00,52
03/01/2018 00:00:00,69
06/01/2018 00:00:00,41
07/01/2018 00:00:00,36
08/01/2018 00:00:00,78
09/01/2018 00:00:00,50
12/01/2018 00:00:00,57
02/01/2019 00:00:00,49
04/01/2019 00:00:00,46
05/01/2019 00:00:00,45
07/01/2019 00:00:00,40
08/01/2019 00:00:00,82
09/01/2019 00:00:00,39
10/01/2019 00:00:00,44
11/01/2019 00:00:00,43
01/01/2020 00:00:00,62
02/01/2020 00:00:00,47
03/01/2020 00:00:00,52
04/01/2020 00:00:00,26
05/01/2020 00:00:00,45
07/01/2020 00:00:00,36
08/01/2020 00:00:00,56
09/01/2020 00:00:00,53
10/01/2020 00:00:00,42
11/01/2020 00:00:00,35
12/01/2020 00:00:00,58
01/01/2021 00:00:00,41
02/01/2021 00:00:00,54
03/01/2021 00:00:00,48
06/01/2021 00:00:00,47
08/01/2021 00:00:00,38
10/01/2021 00:00:00,96
11/01/2021 00:00:00,59
01/01/2022 00:00:00,83
03/01/2022 00:00:00,99
04/01/2022 00:00:00,58
05/01/2022 00:00:00,64
07/01/2022 00:00:00,76
08/01/2022 00:00:00,52
09/01/2022 00:00:00,100
10/01/2022 00:00:00,83
11/01/2022 00:00:00,57
12/01/2022 00:00:00,100
