,MVT_GT_Cincinnati OH
04/01/2015 00:00:00,61
05/01/2015 00:00:00,59
01/01/2016 00:00:00,49
03/01/2016 00:00:00,63
05/01/2016 00:00:00,57
06/01/2016 00:00:00,80
07/01/2016 00:00:00,79
08/01/2016 00:00:00,53
09/01/2016 00:00:00,44
10/01/2016 00:00:00,73
11/01/2016 00:00:00,49
01/01/2017 00:00:00,44
02/01/2017 00:00:00,41
03/01/2017 00:00:00,53
05/01/2017 00:00:00,44
06/01/2017 00:00:00,56
07/01/2017 00:00:00,51
11/01/2017 00:00:00,40
12/01/2017 00:00:00,61
02/01/2018 00:00:00,55
03/01/2018 00:00:00,40
04/01/2018 00:00:00,39
08/01/2018 00:00:00,63
10/01/2018 00:00:00,44
01/01/2019 00:00:00,53
02/01/2019 00:00:00,42
04/01/2019 00:00:00,52
06/01/2019 00:00:00,59
07/01/2019 00:00:00,65
08/01/2019 00:00:00,43
09/01/2019 00:00:00,65
10/01/2019 00:00:00,46
12/01/2019 00:00:00,58
01/01/2020 00:00:00,47
02/01/2020 00:00:00,37
03/01/2020 00:00:00,43
04/01/2020 00:00:00,32
05/01/2020 00:00:00,27
06/01/2020 00:00:00,29
07/01/2020 00:00:00,29
08/01/2020 00:00:00,37
09/01/2020 00:00:00,46
10/01/2020 00:00:00,32
12/01/2020 00:00:00,38
01/01/2021 00:00:00,39
03/01/2021 00:00:00,51
05/01/2021 00:00:00,41
06/01/2021 00:00:00,55
07/01/2021 00:00:00,40
08/01/2021 00:00:00,56
10/01/2021 00:00:00,85
11/01/2021 00:00:00,46
12/01/2021 00:00:00,40
01/01/2022 00:00:00,51
03/01/2022 00:00:00,84
04/01/2022 00:00:00,45
05/01/2022 00:00:00,58
06/01/2022 00:00:00,35
07/01/2022 00:00:00,85
08/01/2022 00:00:00,78
09/01/2022 00:00:00,79
10/01/2022 00:00:00,78
11/01/2022 00:00:00,53
12/01/2022 00:00:00,100
