,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,82
2015-03-01 00:00:00,60
2015-04-01 00:00:00,70
2015-05-01 00:00:00,55
2015-12-01 00:00:00,97
2016-01-01 00:00:00,24
2016-02-01 00:00:00,48
2016-04-01 00:00:00,100
2016-07-01 00:00:00,44
2016-10-01 00:00:00,23
2016-11-01 00:00:00,72
2017-03-01 00:00:00,87
2017-04-01 00:00:00,23
2017-05-01 00:00:00,29
2017-06-01 00:00:00,20
2017-07-01 00:00:00,70
2017-10-01 00:00:00,22
2017-11-01 00:00:00,21
2017-12-01 00:00:00,43
2018-02-01 00:00:00,58
2018-04-01 00:00:00,54
2018-05-01 00:00:00,82
2018-06-01 00:00:00,99
2018-08-01 00:00:00,82
2018-09-01 00:00:00,42
2018-10-01 00:00:00,44
2018-11-01 00:00:00,18
2018-12-01 00:00:00,62
2019-01-01 00:00:00,23
2019-03-01 00:00:00,75
2019-04-01 00:00:00,66
2019-05-01 00:00:00,56
2019-06-01 00:00:00,90
2019-07-01 00:00:00,36
2019-10-01 00:00:00,24
2019-11-01 00:00:00,40
2020-01-01 00:00:00,88
2020-04-01 00:00:00,15
2020-05-01 00:00:00,27
2020-06-01 00:00:00,29
2020-07-01 00:00:00,35
2020-08-01 00:00:00,24
2020-11-01 00:00:00,24
2020-12-01 00:00:00,41
2021-01-01 00:00:00,41
2021-02-01 00:00:00,47
2021-03-01 00:00:00,34
2021-04-01 00:00:00,37
2021-05-01 00:00:00,27
2021-09-01 00:00:00,42
2021-10-01 00:00:00,20
2021-11-01 00:00:00,35
2021-12-01 00:00:00,35
2022-01-01 00:00:00,17
2022-02-01 00:00:00,16
2022-03-01 00:00:00,30
2022-04-01 00:00:00,45
2022-05-01 00:00:00,30
2022-06-01 00:00:00,22
2022-07-01 00:00:00,37
2022-09-01 00:00:00,69
2022-10-01 00:00:00,19
2022-12-01 00:00:00,48
