,MVT_GT_El Paso TX
2015-01-01 00:00:00,54
2015-02-01 00:00:00,69
2015-04-01 00:00:00,44
2015-07-01 00:00:00,26
2015-09-01 00:00:00,27
2015-11-01 00:00:00,38
2016-06-01 00:00:00,100
2016-08-01 00:00:00,25
2017-01-01 00:00:00,25
2017-05-01 00:00:00,17
2017-06-01 00:00:00,30
2017-08-01 00:00:00,25
2017-09-01 00:00:00,36
2017-10-01 00:00:00,32
2017-11-01 00:00:00,30
2018-06-01 00:00:00,58
2018-07-01 00:00:00,39
2018-09-01 00:00:00,43
2018-10-01 00:00:00,31
2018-11-01 00:00:00,27
2019-01-01 00:00:00,19
2019-03-01 00:00:00,28
2019-07-01 00:00:00,38
2019-08-01 00:00:00,24
2020-01-01 00:00:00,38
2020-02-01 00:00:00,18
2020-05-01 00:00:00,30
2020-06-01 00:00:00,15
2020-08-01 00:00:00,17
2020-11-01 00:00:00,15
2020-12-01 00:00:00,28
2021-01-01 00:00:00,19
2021-02-01 00:00:00,23
2021-03-01 00:00:00,14
2021-05-01 00:00:00,14
2021-06-01 00:00:00,25
2021-07-01 00:00:00,22
2021-08-01 00:00:00,25
2021-11-01 00:00:00,80
2021-12-01 00:00:00,55
2022-03-01 00:00:00,18
2022-04-01 00:00:00,38
2022-05-01 00:00:00,17
2022-07-01 00:00:00,43
2022-08-01 00:00:00,31
2022-09-01 00:00:00,16
2022-12-01 00:00:00,49
