,MVT_GT_New Orleans LA
09/01/2015 00:00:00,100
02/01/2016 00:00:00,70
08/01/2016 00:00:00,89
01/01/2017 00:00:00,48
02/01/2017 00:00:00,48
05/01/2017 00:00:00,64
06/01/2017 00:00:00,45
07/01/2017 00:00:00,80
09/01/2017 00:00:00,48
10/01/2017 00:00:00,40
12/01/2017 00:00:00,51
01/01/2018 00:00:00,40
05/01/2018 00:00:00,36
09/01/2018 00:00:00,50
12/01/2018 00:00:00,42
05/01/2019 00:00:00,38
06/01/2019 00:00:00,59
07/01/2019 00:00:00,48
11/01/2019 00:00:00,33
01/01/2020 00:00:00,36
02/01/2020 00:00:00,37
04/01/2020 00:00:00,52
05/01/2020 00:00:00,42
06/01/2020 00:00:00,29
07/01/2020 00:00:00,41
09/01/2020 00:00:00,54
10/01/2020 00:00:00,47
11/01/2020 00:00:00,47
03/01/2021 00:00:00,39
04/01/2021 00:00:00,34
03/01/2022 00:00:00,47
04/01/2022 00:00:00,52
05/01/2022 00:00:00,39
06/01/2022 00:00:00,46
07/01/2022 00:00:00,62
08/01/2022 00:00:00,38
10/01/2022 00:00:00,57
11/01/2022 00:00:00,33
12/01/2022 00:00:00,49
