,MVT_GT_New Orleans LA
05/01/2015 00:00:00,61
11/01/2015 00:00:00,86
08/01/2016 00:00:00,68
10/01/2016 00:00:00,61
01/01/2017 00:00:00,40
02/01/2017 00:00:00,49
06/01/2017 00:00:00,56
07/01/2017 00:00:00,78
09/01/2017 00:00:00,44
12/01/2017 00:00:00,47
03/01/2018 00:00:00,41
04/01/2018 00:00:00,39
07/01/2018 00:00:00,39
08/01/2018 00:00:00,50
09/01/2018 00:00:00,49
12/01/2018 00:00:00,100
05/01/2019 00:00:00,45
06/01/2019 00:00:00,86
07/01/2019 00:00:00,51
08/01/2019 00:00:00,38
01/01/2020 00:00:00,100
02/01/2020 00:00:00,35
03/01/2020 00:00:00,40
04/01/2020 00:00:00,56
05/01/2020 00:00:00,42
06/01/2020 00:00:00,36
07/01/2020 00:00:00,41
08/01/2020 00:00:00,58
10/01/2020 00:00:00,46
11/01/2020 00:00:00,41
01/01/2021 00:00:00,65
02/01/2021 00:00:00,41
03/01/2021 00:00:00,36
04/01/2021 00:00:00,40
05/01/2021 00:00:00,43
12/01/2021 00:00:00,56
01/01/2022 00:00:00,59
02/01/2022 00:00:00,60
03/01/2022 00:00:00,41
04/01/2022 00:00:00,73
05/01/2022 00:00:00,42
07/01/2022 00:00:00,45
08/01/2022 00:00:00,45
10/01/2022 00:00:00,40
11/01/2022 00:00:00,66
12/01/2022 00:00:00,59
