,MVT_GT_Cincinnati OH
05/01/2015 00:00:00,62
03/01/2016 00:00:00,70
05/01/2016 00:00:00,44
06/01/2016 00:00:00,99
10/01/2016 00:00:00,77
12/01/2016 00:00:00,44
01/01/2017 00:00:00,42
03/01/2017 00:00:00,52
04/01/2017 00:00:00,37
05/01/2017 00:00:00,44
06/01/2017 00:00:00,49
07/01/2017 00:00:00,58
10/01/2017 00:00:00,60
11/01/2017 00:00:00,44
12/01/2017 00:00:00,50
02/01/2018 00:00:00,44
03/01/2018 00:00:00,63
08/01/2018 00:00:00,85
10/01/2018 00:00:00,49
12/01/2018 00:00:00,36
02/01/2019 00:00:00,45
04/01/2019 00:00:00,46
05/01/2019 00:00:00,36
06/01/2019 00:00:00,47
07/01/2019 00:00:00,52
08/01/2019 00:00:00,49
09/01/2019 00:00:00,42
01/01/2020 00:00:00,54
02/01/2020 00:00:00,40
03/01/2020 00:00:00,48
05/01/2020 00:00:00,34
06/01/2020 00:00:00,31
07/01/2020 00:00:00,34
08/01/2020 00:00:00,37
10/01/2020 00:00:00,63
11/01/2020 00:00:00,31
12/01/2020 00:00:00,51
01/01/2021 00:00:00,44
02/01/2021 00:00:00,63
03/01/2021 00:00:00,49
06/01/2021 00:00:00,77
07/01/2021 00:00:00,56
08/01/2021 00:00:00,42
09/01/2021 00:00:00,46
10/01/2021 00:00:00,76
01/01/2022 00:00:00,64
02/01/2022 00:00:00,54
03/01/2022 00:00:00,80
04/01/2022 00:00:00,50
05/01/2022 00:00:00,36
06/01/2022 00:00:00,36
07/01/2022 00:00:00,100
08/01/2022 00:00:00,79
09/01/2022 00:00:00,90
10/01/2022 00:00:00,80
11/01/2022 00:00:00,53
12/01/2022 00:00:00,89
