,MVT_GT_Bakersfield CA
2015-03-01 00:00:00,53
2015-07-01 00:00:00,60
2015-08-01 00:00:00,33
2015-09-01 00:00:00,82
2015-11-01 00:00:00,42
2015-12-01 00:00:00,100
2016-01-01 00:00:00,33
2016-02-01 00:00:00,25
2016-06-01 00:00:00,21
2016-07-01 00:00:00,33
2016-10-01 00:00:00,47
2017-03-01 00:00:00,32
2017-04-01 00:00:00,43
2017-05-01 00:00:00,36
2017-07-01 00:00:00,42
2018-01-01 00:00:00,18
2018-05-01 00:00:00,22
2018-06-01 00:00:00,34
2018-08-01 00:00:00,34
2018-09-01 00:00:00,60
2019-01-01 00:00:00,27
2019-05-01 00:00:00,27
2019-06-01 00:00:00,26
2019-07-01 00:00:00,19
2019-08-01 00:00:00,31
2019-09-01 00:00:00,24
2019-10-01 00:00:00,26
2019-12-01 00:00:00,18
2020-01-01 00:00:00,15
2020-04-01 00:00:00,14
2020-05-01 00:00:00,32
2020-06-01 00:00:00,28
2020-07-01 00:00:00,14
2020-08-01 00:00:00,65
2020-09-01 00:00:00,39
2020-10-01 00:00:00,17
2021-01-01 00:00:00,16
2021-02-01 00:00:00,77
2021-03-01 00:00:00,35
2021-04-01 00:00:00,35
2021-06-01 00:00:00,25
2021-07-01 00:00:00,27
2021-09-01 00:00:00,16
2021-10-01 00:00:00,18
2021-11-01 00:00:00,25
2022-04-01 00:00:00,25
2022-05-01 00:00:00,30
2022-06-01 00:00:00,30
2022-07-01 00:00:00,19
2022-08-01 00:00:00,29
2022-09-01 00:00:00,40
2022-10-01 00:00:00,15
2022-11-01 00:00:00,15
2022-12-01 00:00:00,56
