,MVT_GT_Cincinnati OH
03/01/2016 00:00:00,76
05/01/2016 00:00:00,44
06/01/2016 00:00:00,71
10/01/2016 00:00:00,85
12/01/2016 00:00:00,44
01/01/2017 00:00:00,46
02/01/2017 00:00:00,52
03/01/2017 00:00:00,58
05/01/2017 00:00:00,49
06/01/2017 00:00:00,60
07/01/2017 00:00:00,64
10/01/2017 00:00:00,66
11/01/2017 00:00:00,48
12/01/2017 00:00:00,56
02/01/2018 00:00:00,57
03/01/2018 00:00:00,68
08/01/2018 00:00:00,95
10/01/2018 00:00:00,56
12/01/2018 00:00:00,40
02/01/2019 00:00:00,58
04/01/2019 00:00:00,52
05/01/2019 00:00:00,44
06/01/2019 00:00:00,55
07/01/2019 00:00:00,76
08/01/2019 00:00:00,71
09/01/2019 00:00:00,66
10/01/2019 00:00:00,47
01/01/2020 00:00:00,67
02/01/2020 00:00:00,78
03/01/2020 00:00:00,49
05/01/2020 00:00:00,38
06/01/2020 00:00:00,35
07/01/2020 00:00:00,38
08/01/2020 00:00:00,41
09/01/2020 00:00:00,35
10/01/2020 00:00:00,70
11/01/2020 00:00:00,35
12/01/2020 00:00:00,90
01/01/2021 00:00:00,34
02/01/2021 00:00:00,70
03/01/2021 00:00:00,74
05/01/2021 00:00:00,39
06/01/2021 00:00:00,87
07/01/2021 00:00:00,62
08/01/2021 00:00:00,48
09/01/2021 00:00:00,52
10/01/2021 00:00:00,85
01/01/2022 00:00:00,71
02/01/2022 00:00:00,60
03/01/2022 00:00:00,66
04/01/2022 00:00:00,56
05/01/2022 00:00:00,40
07/01/2022 00:00:00,93
08/01/2022 00:00:00,88
09/01/2022 00:00:00,100
10/01/2022 00:00:00,90
11/01/2022 00:00:00,57
12/01/2022 00:00:00,99
