,MVT_GT_New Orleans LA
03/01/2015 00:00:00,46
10/01/2015 00:00:00,100
04/01/2016 00:00:00,39
07/01/2016 00:00:00,33
08/01/2016 00:00:00,63
01/01/2017 00:00:00,30
02/01/2017 00:00:00,30
05/01/2017 00:00:00,45
06/01/2017 00:00:00,27
07/01/2017 00:00:00,42
09/01/2017 00:00:00,28
10/01/2017 00:00:00,30
11/01/2017 00:00:00,32
12/01/2017 00:00:00,27
02/01/2018 00:00:00,69
08/01/2018 00:00:00,34
09/01/2018 00:00:00,50
11/01/2018 00:00:00,45
12/01/2018 00:00:00,46
01/01/2019 00:00:00,42
03/01/2019 00:00:00,29
05/01/2019 00:00:00,57
06/01/2019 00:00:00,41
07/01/2019 00:00:00,36
11/01/2019 00:00:00,23
12/01/2019 00:00:00,26
01/01/2020 00:00:00,52
02/01/2020 00:00:00,23
03/01/2020 00:00:00,24
04/01/2020 00:00:00,47
06/01/2020 00:00:00,33
07/01/2020 00:00:00,35
08/01/2020 00:00:00,34
09/01/2020 00:00:00,29
10/01/2020 00:00:00,35
12/01/2020 00:00:00,26
01/01/2021 00:00:00,29
03/01/2021 00:00:00,22
04/01/2021 00:00:00,34
06/01/2021 00:00:00,28
02/01/2022 00:00:00,64
03/01/2022 00:00:00,47
04/01/2022 00:00:00,53
06/01/2022 00:00:00,26
07/01/2022 00:00:00,44
08/01/2022 00:00:00,36
09/01/2022 00:00:00,32
10/01/2022 00:00:00,28
11/01/2022 00:00:00,40
12/01/2022 00:00:00,50
