,MVT_GT_El Paso TX
2015-10-01 00:00:00,87
2016-04-01 00:00:00,100
2016-06-01 00:00:00,81
2017-01-01 00:00:00,40
2017-02-01 00:00:00,42
2017-03-01 00:00:00,75
2017-04-01 00:00:00,72
2017-08-01 00:00:00,30
2017-11-01 00:00:00,35
2018-02-01 00:00:00,34
2018-03-01 00:00:00,47
2018-10-01 00:00:00,84
2019-01-01 00:00:00,45
2019-03-01 00:00:00,42
2019-06-01 00:00:00,70
2019-07-01 00:00:00,45
2019-08-01 00:00:00,38
2019-09-01 00:00:00,48
2019-10-01 00:00:00,29
2019-12-01 00:00:00,50
2020-05-01 00:00:00,87
2020-06-01 00:00:00,36
2020-09-01 00:00:00,28
2020-11-01 00:00:00,26
2021-01-01 00:00:00,97
2021-03-01 00:00:00,61
2021-05-01 00:00:00,32
2021-06-01 00:00:00,34
2021-07-01 00:00:00,42
2021-08-01 00:00:00,26
2021-11-01 00:00:00,56
2021-12-01 00:00:00,51
2022-01-01 00:00:00,32
2022-03-01 00:00:00,21
2022-04-01 00:00:00,72
2022-05-01 00:00:00,22
2022-08-01 00:00:00,85
2022-09-01 00:00:00,54
2022-12-01 00:00:00,85
