,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,15
2015-03-01 00:00:00,37
2015-04-01 00:00:00,14
2015-05-01 00:00:00,17
2015-07-01 00:00:00,27
2015-10-01 00:00:00,44
2015-12-01 00:00:00,25
2016-01-01 00:00:00,30
2016-02-01 00:00:00,35
2016-05-01 00:00:00,82
2016-07-01 00:00:00,30
2016-09-01 00:00:00,28
2016-10-01 00:00:00,52
2016-12-01 00:00:00,16
2017-01-01 00:00:00,35
2017-02-01 00:00:00,22
2017-04-01 00:00:00,51
2017-06-01 00:00:00,53
2017-07-01 00:00:00,46
2017-08-01 00:00:00,47
2017-09-01 00:00:00,44
2017-10-01 00:00:00,21
2017-11-01 00:00:00,35
2017-12-01 00:00:00,31
2018-01-01 00:00:00,19
2018-02-01 00:00:00,40
2018-03-01 00:00:00,47
2018-04-01 00:00:00,35
2018-07-01 00:00:00,25
2018-09-01 00:00:00,61
2018-12-01 00:00:00,16
2019-01-01 00:00:00,18
2019-02-01 00:00:00,21
2019-03-01 00:00:00,35
2019-04-01 00:00:00,57
2019-06-01 00:00:00,37
2019-07-01 00:00:00,31
2019-10-01 00:00:00,21
2019-12-01 00:00:00,34
2020-01-01 00:00:00,26
2020-02-01 00:00:00,100
2020-03-01 00:00:00,54
2020-04-01 00:00:00,47
2020-05-01 00:00:00,26
2020-06-01 00:00:00,35
2020-08-01 00:00:00,18
2020-09-01 00:00:00,16
2020-11-01 00:00:00,35
2021-01-01 00:00:00,18
2021-02-01 00:00:00,48
2021-04-01 00:00:00,19
2021-05-01 00:00:00,14
2021-06-01 00:00:00,28
2021-07-01 00:00:00,45
2021-08-01 00:00:00,46
2021-12-01 00:00:00,24
2022-02-01 00:00:00,53
2022-03-01 00:00:00,40
2022-04-01 00:00:00,26
2022-06-01 00:00:00,29
2022-07-01 00:00:00,21
2022-08-01 00:00:00,11
2022-09-01 00:00:00,26
2022-10-01 00:00:00,15
2022-11-01 00:00:00,58
