,MVT_GT_Cincinnati OH
09/01/2015 00:00:00,77
05/01/2016 00:00:00,40
06/01/2016 00:00:00,59
08/01/2016 00:00:00,48
10/01/2016 00:00:00,55
11/01/2016 00:00:00,49
01/01/2017 00:00:00,40
02/01/2017 00:00:00,38
03/01/2017 00:00:00,46
05/01/2017 00:00:00,43
07/01/2017 00:00:00,67
08/01/2017 00:00:00,42
10/01/2017 00:00:00,34
11/01/2017 00:00:00,45
12/01/2017 00:00:00,62
02/01/2018 00:00:00,43
03/01/2018 00:00:00,60
04/01/2018 00:00:00,32
07/01/2018 00:00:00,40
08/01/2018 00:00:00,64
09/01/2018 00:00:00,63
10/01/2018 00:00:00,32
02/01/2019 00:00:00,56
04/01/2019 00:00:00,36
05/01/2019 00:00:00,41
06/01/2019 00:00:00,38
07/01/2019 00:00:00,46
08/01/2019 00:00:00,55
09/01/2019 00:00:00,39
11/01/2019 00:00:00,31
01/01/2020 00:00:00,54
02/01/2020 00:00:00,34
03/01/2020 00:00:00,48
05/01/2020 00:00:00,34
06/01/2020 00:00:00,29
07/01/2020 00:00:00,32
08/01/2020 00:00:00,44
09/01/2020 00:00:00,38
12/01/2020 00:00:00,44
01/01/2021 00:00:00,41
02/01/2021 00:00:00,49
03/01/2021 00:00:00,37
05/01/2021 00:00:00,37
06/01/2021 00:00:00,67
08/01/2021 00:00:00,45
09/01/2021 00:00:00,50
10/01/2021 00:00:00,92
11/01/2021 00:00:00,92
12/01/2021 00:00:00,32
01/01/2022 00:00:00,57
02/01/2022 00:00:00,35
03/01/2022 00:00:00,57
04/01/2022 00:00:00,60
05/01/2022 00:00:00,43
07/01/2022 00:00:00,58
08/01/2022 00:00:00,68
09/01/2022 00:00:00,80
10/01/2022 00:00:00,71
12/01/2022 00:00:00,100
