,MVT_GT_New Orleans LA
10/01/2016 00:00:00,48
01/01/2017 00:00:00,50
02/01/2017 00:00:00,56
06/01/2017 00:00:00,41
09/01/2017 00:00:00,68
10/01/2017 00:00:00,49
11/01/2017 00:00:00,41
02/01/2018 00:00:00,56
03/01/2018 00:00:00,41
09/01/2018 00:00:00,46
11/01/2018 00:00:00,46
12/01/2018 00:00:00,65
05/01/2019 00:00:00,55
06/01/2019 00:00:00,77
07/01/2019 00:00:00,42
11/01/2019 00:00:00,42
12/01/2019 00:00:00,40
01/01/2020 00:00:00,83
02/01/2020 00:00:00,44
03/01/2020 00:00:00,44
04/01/2020 00:00:00,64
07/01/2020 00:00:00,40
08/01/2020 00:00:00,40
09/01/2020 00:00:00,36
10/01/2020 00:00:00,37
11/01/2020 00:00:00,35
12/01/2020 00:00:00,38
02/01/2021 00:00:00,43
03/01/2021 00:00:00,44
11/01/2021 00:00:00,100
12/01/2021 00:00:00,39
02/01/2022 00:00:00,50
03/01/2022 00:00:00,76
04/01/2022 00:00:00,83
05/01/2022 00:00:00,46
07/01/2022 00:00:00,53
09/01/2022 00:00:00,69
10/01/2022 00:00:00,43
12/01/2022 00:00:00,63
