,MVT_GT_Cincinnati OH
04/01/2015 00:00:00,51
01/01/2016 00:00:00,36
03/01/2016 00:00:00,69
05/01/2016 00:00:00,42
06/01/2016 00:00:00,40
07/01/2016 00:00:00,52
08/01/2016 00:00:00,54
10/01/2016 00:00:00,45
11/01/2016 00:00:00,54
01/01/2017 00:00:00,41
02/01/2017 00:00:00,100
03/01/2017 00:00:00,42
06/01/2017 00:00:00,45
07/01/2017 00:00:00,49
08/01/2017 00:00:00,37
10/01/2017 00:00:00,45
12/01/2017 00:00:00,47
01/01/2018 00:00:00,42
02/01/2018 00:00:00,40
03/01/2018 00:00:00,62
08/01/2018 00:00:00,52
12/01/2018 00:00:00,44
02/01/2019 00:00:00,40
04/01/2019 00:00:00,45
05/01/2019 00:00:00,38
08/01/2019 00:00:00,77
09/01/2019 00:00:00,51
10/01/2019 00:00:00,40
11/01/2019 00:00:00,37
12/01/2019 00:00:00,34
01/01/2020 00:00:00,38
02/01/2020 00:00:00,38
03/01/2020 00:00:00,37
04/01/2020 00:00:00,35
05/01/2020 00:00:00,37
07/01/2020 00:00:00,30
08/01/2020 00:00:00,61
09/01/2020 00:00:00,29
10/01/2020 00:00:00,32
12/01/2020 00:00:00,40
01/01/2021 00:00:00,35
02/01/2021 00:00:00,35
03/01/2021 00:00:00,51
05/01/2021 00:00:00,32
06/01/2021 00:00:00,62
08/01/2021 00:00:00,54
09/01/2021 00:00:00,59
10/01/2021 00:00:00,90
11/01/2021 00:00:00,60
01/01/2022 00:00:00,66
02/01/2022 00:00:00,43
03/01/2022 00:00:00,70
04/01/2022 00:00:00,44
05/01/2022 00:00:00,41
07/01/2022 00:00:00,69
08/01/2022 00:00:00,87
09/01/2022 00:00:00,75
10/01/2022 00:00:00,81
11/01/2022 00:00:00,34
12/01/2022 00:00:00,96
