,MVT_GT_El Paso TX
2015-07-01 00:00:00,100
2015-09-01 00:00:00,32
2016-03-01 00:00:00,30
2016-04-01 00:00:00,20
2016-06-01 00:00:00,56
2016-08-01 00:00:00,71
2017-02-01 00:00:00,19
2017-09-01 00:00:00,36
2017-11-01 00:00:00,32
2018-01-01 00:00:00,16
2018-03-01 00:00:00,23
2018-04-01 00:00:00,30
2018-05-01 00:00:00,25
2018-06-01 00:00:00,24
2018-09-01 00:00:00,22
2018-10-01 00:00:00,32
2018-12-01 00:00:00,19
2019-05-01 00:00:00,18
2019-08-01 00:00:00,27
2019-09-01 00:00:00,38
2020-01-01 00:00:00,14
2020-03-01 00:00:00,18
2020-05-01 00:00:00,30
2020-06-01 00:00:00,35
2020-12-01 00:00:00,26
2021-01-01 00:00:00,62
2021-02-01 00:00:00,18
2021-03-01 00:00:00,24
2021-06-01 00:00:00,20
2021-07-01 00:00:00,31
2021-08-01 00:00:00,37
2021-09-01 00:00:00,19
2021-10-01 00:00:00,32
2021-11-01 00:00:00,33
2021-12-01 00:00:00,48
2022-01-01 00:00:00,45
2022-04-01 00:00:00,49
2022-05-01 00:00:00,14
2022-07-01 00:00:00,21
2022-08-01 00:00:00,13
2022-10-01 00:00:00,21
2022-12-01 00:00:00,43
