,MVT_GT_New Orleans LA
10/01/2015 00:00:00,100
10/01/2016 00:00:00,32
05/01/2017 00:00:00,29
06/01/2017 00:00:00,28
07/01/2017 00:00:00,24
09/01/2017 00:00:00,26
12/01/2017 00:00:00,32
02/01/2018 00:00:00,30
03/01/2018 00:00:00,21
07/01/2018 00:00:00,39
08/01/2018 00:00:00,28
09/01/2018 00:00:00,36
11/01/2018 00:00:00,25
12/01/2018 00:00:00,45
05/01/2019 00:00:00,37
06/01/2019 00:00:00,39
07/01/2019 00:00:00,43
11/01/2019 00:00:00,20
12/01/2019 00:00:00,26
01/01/2020 00:00:00,48
02/01/2020 00:00:00,42
04/01/2020 00:00:00,36
05/01/2020 00:00:00,22
06/01/2020 00:00:00,20
07/01/2020 00:00:00,19
08/01/2020 00:00:00,29
09/01/2020 00:00:00,20
10/01/2020 00:00:00,21
11/01/2020 00:00:00,36
12/01/2020 00:00:00,26
01/01/2021 00:00:00,34
04/01/2021 00:00:00,30
06/01/2021 00:00:00,21
11/01/2021 00:00:00,22
12/01/2021 00:00:00,22
01/01/2022 00:00:00,32
02/01/2022 00:00:00,33
03/01/2022 00:00:00,20
04/01/2022 00:00:00,47
07/01/2022 00:00:00,45
08/01/2022 00:00:00,29
10/01/2022 00:00:00,21
11/01/2022 00:00:00,35
12/01/2022 00:00:00,44
