,MVT_GT_Cincinnati OH
02/01/2016 00:00:00,56
03/01/2016 00:00:00,74
04/01/2016 00:00:00,43
05/01/2016 00:00:00,43
06/01/2016 00:00:00,57
07/01/2016 00:00:00,58
11/01/2016 00:00:00,68
01/01/2017 00:00:00,35
03/01/2017 00:00:00,58
05/01/2017 00:00:00,42
06/01/2017 00:00:00,49
07/01/2017 00:00:00,55
09/01/2017 00:00:00,47
12/01/2017 00:00:00,67
03/01/2018 00:00:00,75
06/01/2018 00:00:00,36
08/01/2018 00:00:00,68
09/01/2018 00:00:00,37
12/01/2018 00:00:00,43
02/01/2019 00:00:00,65
04/01/2019 00:00:00,57
05/01/2019 00:00:00,35
06/01/2019 00:00:00,57
07/01/2019 00:00:00,74
08/01/2019 00:00:00,68
10/01/2019 00:00:00,54
11/01/2019 00:00:00,30
01/01/2020 00:00:00,52
02/01/2020 00:00:00,38
03/01/2020 00:00:00,45
04/01/2020 00:00:00,42
05/01/2020 00:00:00,35
07/01/2020 00:00:00,39
08/01/2020 00:00:00,62
09/01/2020 00:00:00,50
12/01/2020 00:00:00,46
02/01/2021 00:00:00,36
03/01/2021 00:00:00,42
05/01/2021 00:00:00,33
06/01/2021 00:00:00,92
09/01/2021 00:00:00,79
10/01/2021 00:00:00,96
11/01/2021 00:00:00,59
12/01/2021 00:00:00,45
01/01/2022 00:00:00,62
02/01/2022 00:00:00,47
03/01/2022 00:00:00,74
04/01/2022 00:00:00,62
05/01/2022 00:00:00,38
06/01/2022 00:00:00,39
07/01/2022 00:00:00,87
08/01/2022 00:00:00,81
09/01/2022 00:00:00,91
10/01/2022 00:00:00,69
11/01/2022 00:00:00,34
12/01/2022 00:00:00,100
